,,,,,,,,,,,,,,,,
Date Left,time Left,Date Arrived,Time Arrived,Tugboat Name,client,Vessel Name,Port Name,Terminal Name,Activity / Service Description,for,Remarks,Voyage #,,,,
01/25/2025,17:20,01/25/2025,18:20,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,354,,,,
01/25/2025,18:55,01/25/2025,20:00,AMATA MARU,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV FU XING LUN,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
01/25/2025,19:00,01/25/2025,19:55,PANAY GULF,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV FU XING LUN,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
01/26/2025,05:10,01/26/2025,07:50,SUN JIN NO.505,ESGUERRA SHIPPING CORPORATION,MT MAGINOO,BATANGAS,BATANGAS_PETRON MABINI,DOCKING,,,,,,,
01/26/2025,14:40,01/26/2025,15:30,CEBU STRAIT,WINDBAY SHIPPING AND LOGISTICS INC.,MV BULK MUSTIQUE,DAVAO,DAVAO_LEGASPI OIL,UNDOCKING,,,,,,,
01/26/2025,14:45,01/26/2025,15:20,AMATA MARU,WINDBAY SHIPPING AND LOGISTICS INC.,MV BULK MUSTIQUE,DAVAO,DAVAO_LEGASPI OIL,UNDOCKING,,,,,,,
01/26/2025,14:50,01/26/2025,15:25,PANAY GULF,WINDBAY SHIPPING AND LOGISTICS INC.,MV BULK MUSTIQUE,DAVAO,DAVAO_LEGASPI OIL,UNDOCKING,,,,,,,
01/26/2025,19:05,01/26/2025,21:05,CHOKWANG,ESGUERRA SHIPPING CORPORATION,MT MAGINOO,BATANGAS,BATANGAS_PETRON MABINI,UNDOCKING,,,,,,,
01/27/2025,06:45,01/27/2025,08:10,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,354,,,,
01/27/2025,06:55,01/27/2025,08:10,AMATA MARU,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,354,,,,
01/27/2025,08:30,01/27/2025,09:50,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,891,,,,
01/27/2025,08:30,01/27/2025,09:55,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,891,,,,
01/27/2025,09:50,01/28/2025,04:20,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,TENDING,,,891,,,,
01/27/2025,11:25,01/27/2025,15:10,CEBU STRAIT,SHARPORT FERRY SERVICES,MT SAMPOW PALM,DAVAO,DAVAO_KTC,DOCKING,,,,,,,
01/27/2025,11:50,01/27/2025,15:30,AMATA MARU,SHARPORT FERRY SERVICES,MT SAMPOW PALM,DAVAO,DAVAO_KTC,DOCKING,,,,,,,
01/27/2025,21:20,01/27/2025,22:25,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,CM Reyes at the helm,354,,,,
01/27/2025,21:25,01/27/2025,22:30,AMATA MARU,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,354,,,,
01/28/2025,04:10,01/28/2025,05:20,CEBU STRAIT,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,891,,,,
01/28/2025,04:20,01/28/2025,05:10,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,891,,,,
01/28/2025,13:35,01/28/2025,15:45,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,MOORING,,,301,,,,
01/28/2025,13:35,01/28/2025,15:45,PANAY GULF,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,DOCKING,,CM Reyes at the helm,301,,,,
01/28/2025,13:50,01/28/2025,15:25,AMATA MARU,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,DOCKING,,,301,,,,
01/28/2025,14:00,01/28/2025,16:55,BOHOL SEA,SHARPORT FERRY SERVICES,MT SAMPOW PALM,DAVAO,DAVAO_KTC,UNDOCKING,,,,,,,
01/28/2025,14:00,01/28/2025,16:50,CEBU STRAIT,SHARPORT FERRY SERVICES,MT SAMPOW PALM,DAVAO,DAVAO_KTC,UNDOCKING,,,,,,,
01/29/2025,04:10,01/29/2025,05:00,BOHOL SEA,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,301,,,,
01/29/2025,04:10,01/29/2025,05:05,CEBU STRAIT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,301,,,,
01/29/2025,04:10,01/29/2025,05:05,DAVAO MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,DAVAO,DAVAO_SRDC SASA,UNMOORING,,,301,,,,
01/29/2025,05:55,01/29/2025,07:00,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,CM Reyes at the helm,355,,,,
01/29/2025,06:00,01/29/2025,06:50,AMATA MARU,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,355,,,,
01/29/2025,06:55,01/29/2025,08:25,AMATA MARU,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TTC HAI PHONG,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
01/29/2025,07:25,01/29/2025,08:25,PANAY GULF,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TTC HAI PHONG,DAVAO,DAVAO_KUDOS,UNDOCKING,,CM Reyes at the helm,,,,,
01/29/2025,08:20,01/29/2025,10:20,BOHOL SEA,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,DOCKING,,,,2.00,#DIV/0!,39600,
01/29/2025,08:25,01/29/2025,18:20,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,355,9.92,#DIV/0!,,
01/29/2025,08:30,01/29/2025,10:25,CEBU STRAIT,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
01/29/2025,12:50,01/29/2025,14:35,SUN JIN NO.505,PETROTRADE PHILIPPINES INC,MT MAUNLAD,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,,1.75,#DIV/0!,,9
01/29/2025,13:20,01/29/2025,15:00,NHTC 5,INSULAR OIL CORPORATION,MT CALLY,CEBU,CEBU_ARCTURA,DOCKING,,,,1.67,#DIV/0!,,
01/29/2025,18:20,01/29/2025,19:05,AMATA MARU,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,355,,,,
01/29/2025,18:20,01/29/2025,19:15,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,355,,,,
01/29/2025,23:30,01/30/2025,00:45,NHTC 5,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,891,,,,
01/29/2025,23:30,01/30/2025,00:30,SIDE ARM,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,891,,,,
01/30/2025,00:00,01/30/2025,00:35,CEBU MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,MOORING,,,891,,,,
01/30/2025,04:05,01/30/2025,05:10,CHOKWANG,PETROTRADE PHILIPPINES INC,MT MAUNLAD,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,,,,,
01/30/2025,06:55,01/30/2025,08:40,BOHOL SEA,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,302,,,,
01/30/2025,07:00,01/30/2025,08:40,CEBU STRAIT,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,302,,,,
01/30/2025,08:40,01/31/2025,22:15,BOHOL SEA,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,TENDING,,,302,,,,
01/30/2025,12:15,01/30/2025,13:15,SIDE ARM,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,891,,,,
01/30/2025,12:25,01/30/2025,13:20,NHTC 5,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,891,,,,
01/30/2025,12:55,01/30/2025,13:00,CEBU MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,UNMOORING,,,891,,,,
01/30/2025,16:35,01/30/2025,18:30,NHTC 5,INSULAR OIL CORPORATION,MT CALLY,CEBU,CEBU_ARCTURA,UNDOCKING,,,,,,,
01/30/2025,17:10,01/30/2025,18:45,CEBU STRAIT,BEN LINE AGENCIES PHILS INC,MV CAMBERWELL,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
01/30/2025,17:10,01/30/2025,19:05,PANAY GULF,BEN LINE AGENCIES PHILS INC,MV CAMBERWELL,DAVAO,DAVAO_SASA PORT,UNDOCKING,,CM Reyes at the helm,,,,,
01/30/2025,22:05,01/30/2025,23:30,AMATA MARU,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,302,,,,
01/30/2025,22:15,01/30/2025,23:15,CEBU STRAIT,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,302,,,,
01/31/2025,11:50,01/31/2025,13:55,AMATA MARU,PHIL-CEB MARINE SERVICES INC.,MV RASALAS,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,,,,
01/31/2025,11:50,01/31/2025,13:50,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV RASALAS,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,,,,
01/31/2025,18:15,01/31/2025,20:35,MALASUGUI-1,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_COASTAL,DOCKING,,,,,,,
01/31/2025,18:25,01/31/2025,20:35,MAGSINO,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_COASTAL,DOCKING,,,,,,,
02/01/2025,06:30,02/01/2025,07:50,AMATA MARU,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,355,,,,
02/01/2025,06:30,02/01/2025,07:30,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV RASALAS,DAVAO,DAVAO_SASA PORT,UNDOCKING,local,,,,,,
02/01/2025,06:35,02/01/2025,07:35,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV RASALAS,DAVAO,DAVAO_SASA PORT,UNDOCKING,local,,,,,,
02/01/2025,06:40,02/01/2025,07:55,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,355,,,,
02/01/2025,12:35,02/01/2025,15:20,MALASUGUI-1,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
02/01/2025,13:20,02/01/2025,15:30,MAGSINO,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
02/01/2025,17:00,02/01/2025,19:55,AMATA MARU,PHILHUA SHIPPING INC,MV ARIS LUCKY,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
02/01/2025,17:00,02/01/2025,20:05,PANAY GULF,PHILHUA SHIPPING INC,MV ARIS LUCKY,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
02/01/2025,20:00,02/01/2025,21:00,AMATA MARU,INSULAR OIL CORPORATION,MT GIRONA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,,,,,
02/02/2025,00:55,02/02/2025,01:55,BOHOL SEA,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,355,,,,
02/02/2025,01:05,02/02/2025,01:50,CEBU STRAIT,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,355,,,,
02/02/2025,10:00,02/02/2025,11:10,ISLANDER,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_COASTAL,UNDOCKING,,,,,,,
02/02/2025,10:00,02/02/2025,11:10,MALASUGUI-1,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_COASTAL,UNDOCKING,,,,,,,
02/02/2025,10:00,02/02/2025,11:10,MANGYAN,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
02/02/2025,10:00,02/02/2025,11:10,STANFORD,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
02/02/2025,11:10,02/02/2025,12:35,ISLANDER,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
02/02/2025,11:10,02/02/2025,12:30,MALASUGUI-1,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
02/02/2025,11:10,02/02/2025,12:25,MANGYAN,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_COASTAL,DOCKING,,,,,,,
02/02/2025,11:10,02/02/2025,12:25,STANFORD,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_COASTAL,DOCKING,,,,,,,
02/03/2025,02:45,02/03/2025,04:05,NHTC 5,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,302,,,,
02/03/2025,03:00,02/03/2025,03:50,PACIFIC ROSE 1,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,302,,,,
02/03/2025,03:25,02/03/2025,04:00,CEBU MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,MOORING,,,302,,,,
02/03/2025,05:30,02/03/2025,07:30,MAGSINO,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
02/03/2025,05:30,02/03/2025,07:20,MALASUGUI-1,BEN LINE AGENCIES PHILS INC,MT FOREVER GLORY,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
02/03/2025,09:10,02/03/2025,10:25,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,892,,,,
02/03/2025,09:10,02/03/2025,10:25,PANAY GULF,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,892,,,,
02/03/2025,10:25,02/04/2025,08:15,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,TENDING,,,892,21.83,#DIV/0!,,
02/03/2025,15:25,02/03/2025,18:30,CHOKWANG,HERMA SHIPPING AND TRANSPORT CORPORATION,MT MAALAB,BATANGAS,BATANGAS_PETRON MABINI,DOCKING,,,,,,,
02/03/2025,16:25,02/03/2025,17:40,AMATA MARU,INSULAR OIL CORPORATION,MT CHELSEA ENDURANCE,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,,,,,
02/03/2025,16:25,02/03/2025,17:40,PANAY GULF,INSULAR OIL CORPORATION,MT CHELSEA ENDURANCE,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,,1.25,#DIV/0!,,
02/03/2025,18:15,02/03/2025,19:05,NHTC 5,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,302,,,,
02/03/2025,18:28,02/03/2025,18:50,PACIFIC ROSE 1,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,302,,,,
02/03/2025,18:43,02/03/2025,19:00,CEBU MOORING BOAT,SITE RESOURCES DEVELOPMENT CORPORATION,MT MARINGAL,CEBU,CEBU_SRDC LAPU LAPU,UNMOORING,,,302,,,,
02/03/2025,22:05,02/03/2025,23:16,MAGSINO,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_COASTAL,UNDOCKING,,,,,,,
02/03/2025,22:05,02/03/2025,23:40,MALASUGUI-1,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,SUBIC,SUBIC_COASTAL,UNDOCKING,,,,,,,
02/04/2025,04:15,02/04/2025,06:50,CEBU STRAIT,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV RU CHENG SHAN,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
02/04/2025,04:30,02/04/2025,06:40,PANAY GULF,CLIO SHIPPING AND LOGISTICS PHILS. INC,MV RU CHENG SHAN,DAVAO,DAVAO_SASA PORT,DOCKING,,,,2.17,#DIV/0!,,
02/04/2025,08:15,02/04/2025,09:25,BOHOL SEA,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,892,,,,
02/04/2025,08:25,02/04/2025,09:25,AMATA MARU,INSULAR OIL CORPORATION,MT PANGLAO ISLAND,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,892,,,,
02/04/2025,09:15,02/04/2025,12:35,SUN JIN NO.505,HERMA SHIPPING AND TRANSPORT CORPORATION,MT MAALAB,BATANGAS,BATANGAS_PETRON MABINI,UNDOCKING,,,,,,,
02/04/2025,11:30,02/04/2025,12:50,ENERGY TRIUMPH,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,QUEZON,QUEZON_AZORA SARIAYA,BOARDING FORMALITIES,,,,,,,
02/04/2025,12:30,02/04/2025,13:40,BOHOL SEA,INSULAR OIL CORPORATION,MT CHELSEA ENDURANCE,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,,,,,
02/04/2025,12:35,02/04/2025,13:40,CEBU STRAIT,INSULAR OIL CORPORATION,MT CHELSEA ENDURANCE,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,,,,,
02/04/2025,12:35,02/04/2025,14:50,ENERGY PACIFIC,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,QUEZON,QUEZON_AZORA SARIAYA,DOCKING,,,,2.25,#DIV/0!,,
02/04/2025,12:50,02/04/2025,15:00,ENERGY TRIUMPH,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,QUEZON,QUEZON_AZORA SARIAYA,DOCKING,,,,,,,
02/04/2025,20:50,02/04/2025,23:00,CHOKWANG,PETROTRADE PHILIPPINES INC,MT MAUNLAD,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,181,,,,
02/04/2025,21:05,02/04/2025,22:35,SUN JIN NO.505,PETROTRADE PHILIPPINES INC,MT MAUNLAD,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,181,,,,
02/05/2025,06:05,02/05/2025,07:40,BOHOL SEA,PHILHUA SHIPPING INC,MV TAN AN HONESTY,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
02/05/2025,06:10,02/05/2025,07:40,CEBU STRAIT,PHILHUA SHIPPING INC,MV TAN AN HONESTY,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
02/05/2025,10:50,02/05/2025,12:35,AMATA MARU,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV STAR 55,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
02/05/2025,10:50,02/05/2025,12:50,PANAY GULF,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV STAR 55,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
02/05/2025,12:50,02/05/2025,13:35,AMATA MARU,PHILHUA SHIPPING INC,MV ARIS LUCKY,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
02/05/2025,12:50,02/05/2025,14:55,CHOKWANG,PETROTRADE PHILIPPINES INC,MT MAUNLAD,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,181,,,,
02/05/2025,12:50,02/05/2025,13:20,PANAY GULF,PHILHUA SHIPPING INC,MV ARIS LUCKY,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
02/05/2025,12:55,02/05/2025,15:20,SUN JIN NO.505,PETROTRADE PHILIPPINES INC,MT MAUNLAD,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,181,,,,
02/05/2025,16:50,02/05/2025,17:55,AMATA MARU,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
02/05/2025,16:50,02/05/2025,17:55,PANAY GULF,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
02/05/2025,20:05,02/05/2025,22:05,CHOKWANG,PETROTRADE PHILIPPINES INC,MT SASA,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,,,,,
02/05/2025,20:35,02/05/2025,23:00,PANAY GULF,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TAN AN CONFIDENCE,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
02/05/2025,20:40,02/05/2025,23:00,AMATA MARU,OMS SHIPPING SERVICES AND LOGISTICS INC.,MV TAN AN CONFIDENCE,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
02/06/2025,05:40,02/06/2025,07:20,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,,,,
02/06/2025,05:45,02/06/2025,07:35,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,DOCKING,local,,,,,,
02/06/2025,05:45,02/06/2025,06:40,PACIFIC ROSE 15,INSULAR OIL CORPORATION,MT CASANDRA,CDO,CDO_PDOC,DOCKING,,,,,,,
02/06/2025,05:48,02/06/2025,06:46,PACIFIC ROSE 8,INSULAR OIL CORPORATION,MT CASANDRA,CDO,CDO_PDOC,DOCKING,,,,,,,
02/06/2025,06:10,02/06/2025,07:25,PANAY GULF,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,303,,,,
02/06/2025,06:15,02/06/2025,07:20,AMATA MARU,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,303,,,,
02/06/2025,06:40,02/06/2025,08:00,ENERGY PACIFIC,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,QUEZON,QUEZON_AZORA SARIAYA,UNDOCKING,,,,,,,
02/06/2025,06:40,02/06/2025,08:00,ENERGY TRIUMPH,WINDBAY SHIPPING AND LOGISTICS INC.,MT MISSION,QUEZON,QUEZON_AZORA SARIAYA,UNDOCKING,,,,,,,
02/06/2025,07:15,02/07/2025,01:50,CEBU STRAIT,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,TENDING,,,303,,,,
02/06/2025,07:30,02/06/2025,09:10,AMATA MARU,ANIMO MARINE HAUELERS SHIP MANAGEMENT CORP.,MTKR MARISEL,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,,,,,
02/06/2025,11:15,02/06/2025,16:40,CHOKWANG,BEN LINE AGENCIES PHILS INC,BW BATANGAS,BATANGAS,BATANGAS_FIRST GAS SAN LORENZO,CARGO DELIVERY,,,,,,,
02/06/2025,11:19,02/06/2025,11:56,TUG 20,SITE RESOURCES DEVELOPMENT CORPORATION,MT PANGLAO ISLAND,JIMENEZ,JIMENEZ_SRDC JIMENEZ,DOCKING,,,892,,,,
02/06/2025,14:20,02/06/2025,15:25,SUN JIN NO.505,PETROTRADE PHILIPPINES INC,MT SASA,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,,,,,
02/06/2025,15:55,02/06/2025,18:25,AMATA MARU,"WILHELMSEN-SMITH BELL SHIPPING, INC.",MV AP QUEEN,DAVAO,DAVAO_TEFASCO,DOCKING,,,,,,,
02/06/2025,16:00,02/06/2025,18:15,PANAY GULF,"WILHELMSEN-SMITH BELL SHIPPING, INC.",MV AP QUEEN,DAVAO,DAVAO_TEFASCO,DOCKING,,,,,,,
02/06/2025,18:40,02/06/2025,20:00,AMATA MARU,SMC SHIPPING AND LIGHTERAGE CORP,SL TINDALO,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
02/06/2025,18:40,02/06/2025,19:55,PANAY GULF,SMC SHIPPING AND LIGHTERAGE CORP,SL TINDALO,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
02/06/2025,20:40,02/06/2025,21:40,AMATA MARU,ANIMO MARINE HAUELERS SHIP MANAGEMENT CORP.,MTKR MARISEL,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,,,,,
02/06/2025,21:10,02/06/2025,22:15,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,UNDOCKING,local,,,,,,
02/06/2025,21:15,02/06/2025,22:25,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,UNDOCKING,local,,,,,,
02/07/2025,01:40,02/07/2025,02:40,AMATA MARU,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,303,,,,
02/07/2025,01:45,02/07/2025,02:45,CEBU STRAIT,INSULAR OIL CORPORATION,MT MARINGAL,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,303,,,,
02/07/2025,06:50,02/07/2025,07:50,BOHOL SEA,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,356,,,,
02/07/2025,06:55,02/07/2025,07:55,CEBU STRAIT,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,356,,,,
02/07/2025,08:30,02/07/2025,19:35,PANAY GULF,INSULAR OIL CORPORATION,MT AVA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,356,,,,
