,,,,,,,,,,,,,,,,
Date Left,time Left,Date Arrived,Time Arrived,Tugboat Name,client,Vessel Name,Port Name,Terminal Name,Activity / Service Description,for,Remarks,Voyage #,,,,
12/06/2024,05:45,12/06/2024,07:05,PANAY GULF,,MTKR MARISEL,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,,,,,
12/06/2024,06:15,12/06/2024,09:20,ENERGY PACIFIC,,MT MP MR TANKER 3,QUEZON,QUEZON_AZORA SARIAYA,DOCKING,,,,,,,
12/06/2024,06:20,12/06/2024,09:00,ENERGY VENUS,,MT MP MR TANKER 3,QUEZON,QUEZON_AZORA SARIAYA,DOCKING,,,,,,,
12/06/2024,06:55,12/06/2024,07:55,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,GENERAL NATIVIDAD,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
12/06/2024,07:20,12/06/2024,09:05,MAGSINO,,MT BULUSAN II,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
12/06/2024,07:20,12/06/2024,07:50,PANAY GULF,PHIL-CEB MARINE SERVICES INC.,GENERAL NATIVIDAD,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
12/06/2024,09:30,12/06/2024,10:15,BOHOL SEA,,MT CHELSEA ENDURANCE,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,244,,,,
12/06/2024,09:30,12/06/2024,10:20,CEBU STRAIT,,MT CHELSEA ENDURANCE,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,244,,,,
12/06/2024,14:40,12/06/2024,17:45,BOHOL SEA,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,63,,,,
12/06/2024,14:40,12/06/2024,17:30,CEBU STRAIT,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,63,,,,
12/06/2024,14:40,12/06/2024,17:30,PANAY GULF,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,63,,,,
12/06/2024,15:15,12/06/2024,16:30,MAGSINO,,MT BULUSAN II,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
12/06/2024,17:20,12/07/2024,12:30,CEBU STRAIT,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,TENDING,,,63,,,,
12/06/2024,17:25,12/07/2024,12:40,PANAY GULF,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,TENDING,,,63,,,,
12/07/2024,01:15,12/07/2024,03:50,CHOKWANG,,MT MALINGAP,BATANGAS,BATANGAS_PETRON MABINI,DOCKING,,VOYAGE#366,,,,,
12/07/2024,01:50,12/07/2024,02:40,BOHOL SEA,,MTKR MARISEL,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,,,,,
12/07/2024,02:00,12/07/2024,03:30,ENERGY PACIFIC,,MT MP MR TANKER 3,QUEZON,QUEZON_AZORA SARIAYA,UNDOCKING,,,,,,,
12/07/2024,02:10,12/07/2024,03:30,ENERGY VENUS,,MT MP MR TANKER 3,QUEZON,QUEZON_AZORA SARIAYA,UNDOCKING,,,,,,,
12/07/2024,08:00,12/07/2024,09:15,NHTC 5,,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,884,,,,
12/07/2024,08:05,12/07/2024,09:05,PACIFIC ROSE 14,,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,884,,,,
12/07/2024,08:36,12/07/2024,09:26,CEBU MOORING BOAT,,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,MOORING,,,884,,,,
12/07/2024,09:41,12/07/2024,10:41,CEBU MOORING BOAT,,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,UNMOORING,,,884,,,,
12/07/2024,12:25,12/07/2024,13:35,CEBU STRAIT,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,63,,,,
12/07/2024,12:30,12/07/2024,13:30,BOHOL SEA,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,63,,,,
12/07/2024,12:30,12/07/2024,13:20,PANAY GULF,,MT STOLT ALM,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,63,,,,
12/07/2024,14:35,12/07/2024,15:55,BOHOL SEA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,342,,,,
12/07/2024,14:40,12/07/2024,15:45,PANAY GULF,,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,342,,,,
12/07/2024,15:40,12/08/2024,01:55,PANAY GULF,,MT AVA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,342,,,,
12/07/2024,15:55,12/07/2024,17:45,BOHOL SEA,,SL TINDALO,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
12/07/2024,16:00,12/07/2024,17:50,CEBU STRAIT,,SL TINDALO,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
12/07/2024,16:10,12/07/2024,17:25,NHTC 5,,MT ALICE DL,CEBU,CEBU_ARCTURA,DOCKING,,,,,,,
12/07/2024,19:50,12/07/2024,21:20,SUN JIN NO.505,,MT MALINGAP,BATANGAS,BATANGAS_PETRON MABINI,UNDOCKING,,Voyage N0.366,,,,,
12/07/2024,21:00,12/07/2024,22:05,NHTC 5,,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,884,,,,
12/07/2024,21:10,12/07/2024,21:55,PACIFIC ROSE 14,,MT PANGLAO ISLAND,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,884,,,,
12/08/2024,01:45,12/08/2024,02:50,PANAY GULF,,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,342,,,,
12/08/2024,01:50,12/08/2024,02:50,BOHOL SEA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,342,,,,
12/08/2024,04:40,12/08/2024,05:35,PANAY GULF,,SL TINDALO,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,,,,,,
12/08/2024,04:50,12/08/2024,06:25,BOHOL SEA,,SL TINDALO,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,,,,,,
12/08/2024,08:35,12/08/2024,09:55,CEBU STRAIT,,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,366,,,,
12/08/2024,08:35,12/08/2024,09:55,PANAY GULF,,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,366,,,,
12/08/2024,13:50,12/08/2024,15:05,PANAY GULF,,MV STAR 16,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/08/2024,13:55,12/08/2024,15:05,BOHOL SEA,,MV STAR 16,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/08/2024,15:20,12/08/2024,17:15,NHTC 5,,MT ALICE DL,CEBU,CEBU_ARCTURA,UNDOCKING,,,,,,,
12/08/2024,20:00,12/08/2024,21:00,CEBU STRAIT,,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,366,,,,
12/08/2024,20:10,12/08/2024,21:00,BOHOL SEA,,MT CASANDRA,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,366,,,,
12/09/2024,05:30,12/09/2024,06:55,PANAY GULF,,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,342,,,,
12/09/2024,05:35,12/09/2024,06:50,BOHOL SEA,,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,342,1.25,#DIV/0!,,
12/09/2024,14:45,12/09/2024,15:45,ANRIA,,MT ESPADA,LEYTE,LEYTE_VISPET,DOCKING,,,,,,,
12/09/2024,15:30,12/09/2024,16:35,BOHOL SEA,,MV THAI BINH 02,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
12/09/2024,15:35,12/09/2024,16:35,CEBU STRAIT,,MV THAI BINH 02,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
12/09/2024,17:20,12/09/2024,18:55,PANAY GULF,,NTC HERON,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
12/09/2024,17:25,12/09/2024,18:40,BOHOL SEA,,NTC HERON,DAVAO,DAVAO_PETRON SASA,DOCKING,,,,,,,
12/10/2024,00:20,12/10/2024,01:00,BOHOL SEA,,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,342,0.67,#DIV/0!,,
12/10/2024,00:20,12/10/2024,00:55,PANAY GULF,,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,342,,,,
12/10/2024,03:00,12/10/2024,09:55,BOHOL SEA,,MV LUGANO STAR,DAVAO,DAVAO_THERMA SOUTH,UNDOCKING,,,,,,,
12/10/2024,03:00,12/10/2024,09:40,PANAY GULF,,MV LUGANO STAR,DAVAO,DAVAO_THERMA SOUTH,UNDOCKING,,,,6.67,#DIV/0!,,
12/10/2024,08:55,12/10/2024,09:23,ANSTEF,,MT ESPADA,LEYTE,LEYTE_VISPET,UNDOCKING,,,,,,,
12/10/2024,09:30,12/10/2024,10:35,ANSTEF,,MT CHELSEA ENDURANCE,LEYTE,LEYTE_VISPET,DOCKING,,,,1.08,#DIV/0!,,
12/10/2024,11:20,12/10/2024,13:55,MALASUGUI-1,,MT JAG POOJA,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
12/10/2024,11:30,12/10/2024,13:55,ILONGO,,MT JAG POOJA,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
12/10/2024,17:30,12/10/2024,20:30,CHOKWANG,,MT MALINGAP,BATANGAS,BATANGAS_PETRON MABINI,DOCKING,,,367,,,,
12/10/2024,18:10,12/10/2024,19:20,PANAY GULF,,NTC HERON,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,,,,,,
12/10/2024,18:20,12/10/2024,19:10,CEBU STRAIT,,NTC HERON,DAVAO,DAVAO_PETRON SASA,UNDOCKING,,,,,,,
12/10/2024,19:20,12/10/2024,20:20,PANAY GULF,,MV PRINCE GOLD,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/10/2024,19:40,12/10/2024,20:00,CEBU STRAIT,,MV PRINCE GOLD,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/10/2024,20:20,12/10/2024,22:10,PANAY GULF,,MV STAR 16,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/10/2024,20:35,12/10/2024,22:10,CEBU STRAIT,,MV STAR 16,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/10/2024,21:40,12/11/2024,00:00,BATANGAS MOORING BOAT,,MT PANGLAO ISLAND,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,885,,,,
12/10/2024,21:40,12/11/2024,00:00,CHOKWANG,,MT PANGLAO ISLAND,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,885,,,,
12/10/2024,22:35,12/11/2024,00:00,CEBU STRAIT,,MV HOA BINH 45,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/10/2024,22:40,12/11/2024,00:05,PANAY GULF,,MV HOA BINH 45,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/11/2024,06:40,12/11/2024,08:25,BATANGAS MOORING BOAT,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,294,,,,
12/11/2024,06:40,12/11/2024,08:25,CHOKWANG,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,294,,,,
12/11/2024,07:40,12/11/2024,08:45,BOHOL SEA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,343,,,,
12/11/2024,07:40,12/11/2024,09:05,CEBU STRAIT,,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,343,,,,
12/11/2024,09:40,12/11/2024,10:30,ANSTEF,,MT CHELSEA ENDURANCE,LEYTE,LEYTE_VISPET,UNDOCKING,,,,,,,
12/11/2024,09:50,12/11/2024,19:35,LAKANDULA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,343,,,,
12/11/2024,13:20,12/11/2024,15:25,MALASUGUI-1,,MT JAG POOJA,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
12/11/2024,13:25,12/11/2024,15:05,ILONGO,,MT JAG POOJA,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
12/11/2024,14:15,12/11/2024,15:50,ISLANDER,,MT JEWEL FAITH,SUBIC,SUBIC_PPC TERMINAL,DOCKING,,,,,,,
12/11/2024,14:20,12/11/2024,16:25,SUN JIN NO.505,,MT MAGLINGAP,BATANGAS,BATANGAS_PETRON MABINI,UNDOCKING,,Voyage # 367,367,,,,
12/11/2024,19:10,12/11/2024,20:10,BOHOL SEA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,343,,,,
12/11/2024,19:10,12/11/2024,20:10,CEBU STRAIT,,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,343,,,,
12/11/2024,21:10,12/11/2024,21:50,BATANGAS MOORING BOAT,,MT PANGLAO ISLAND,BATANGAS,BATANGAS_SRDC BATANGAS,UNMOORING,,,885,,,,
12/12/2024,00:05,12/12/2024,00:55,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
12/12/2024,00:10,12/12/2024,01:00,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,DOCKING,,,,,,,
12/12/2024,02:30,12/12/2024,03:15,BATANGAS MOORING BOAT,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,UNMOORING,,,294,,,,
12/12/2024,02:30,12/12/2024,03:15,SUN JIN NO.505,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,Voyage # 294,294,,,,
12/12/2024,05:20,12/12/2024,06:35,BOHOL SEA,,MV STAR 16,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/12/2024,05:30,12/12/2024,06:20,CEBU STRAIT,,MV STAR 16,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/12/2024,06:35,12/12/2024,08:35,BOHOL SEA,,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/12/2024,07:15,12/12/2024,08:35,CEBU STRAIT,,MV SUNRISE 69,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/12/2024,07:40,12/12/2024,08:45,ANSTEF,,MT CASANDRA,LEYTE,LEYTE_VISPET,DOCKING,,,,,,,
12/12/2024,08:00,12/12/2024,11:30,NHTC 5,,SRDC LLT OIL SPILL DRILL,CEBU,CEBU_SRDC LAPU LAPU,DRILLS,,,,,,,
12/12/2024,08:00,12/12/2024,11:30,SIDE ARM,,SRDC LLT OIL SPILL DRILL,CEBU,CEBU_SRDC LAPU LAPU,DRILLS,,,,,,,
12/12/2024,15:50,12/12/2024,16:50,ISLANDER,,MT JEWEL FAITH,SUBIC,SUBIC_PPC TERMINAL,UNDOCKING,,,,,,,
12/12/2024,21:30,12/12/2024,22:30,CEBU STRAIT,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
12/12/2024,21:35,12/12/2024,22:30,BOHOL SEA,PHIL-CEB MARINE SERVICES INC.,MV LORCON DUMAGUETE,DAVAO,DAVAO_SASA PORT,UNDOCKING,,,,,,,
12/13/2024,02:45,12/13/2024,04:25,ENERGY PACIFIC,,MT NAVIG8 GAUNTLET,QUEZON,QUEZON_AZORA SARIAYA,BOARDING FORMALITIES,,,,,,,
12/13/2024,04:15,12/13/2024,06:45,ENERGY VENUS,,MT NAVIG8 GAUNTLET,QUEZON,QUEZON_AZORA SARIAYA,DOCKING,,,,,,,
12/13/2024,04:25,12/13/2024,06:50,ENERGY PACIFIC,,MT NAVIG8 GAUNTLET,QUEZON,QUEZON_AZORA SARIAYA,DOCKING,,,,,,,
12/13/2024,06:00,12/13/2024,07:00,CEBU STRAIT,,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,343,,,,
12/13/2024,06:00,12/13/2024,07:00,CEBU STRAIT,,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,343,,,,
12/13/2024,06:05,12/13/2024,07:10,BOHOL SEA,,MT AVA,DAVAO,DAVAO_SRDC SASA,DOCKING,,,343,,,,
12/13/2024,08:20,12/13/2024,09:05,PACIFIC ROSE 10,,MT CASANDRA,LEYTE,LEYTE_VISPET,UNDOCKING,,,,,,,
12/13/2024,11:50,12/14/2024,00:25,BOHOL SEA,,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,343,,,,
12/13/2024,23:50,12/14/2024,00:35,PANAY GULF,,MT AVA,DAVAO,DAVAO_SRDC SASA,UNDOCKING,,,343,,,,
12/14/2024,12:10,12/14/2024,14:20,PACIFIC ROSE 6,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,BOARDING FORMALITIES,,,,,,,
12/14/2024,12:53,12/14/2024,16:48,TUG 20,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,DOCKING,,,,,,,
12/14/2024,13:43,12/14/2024,16:50,PACIFIC ROSE 8,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,DOCKING,,,,,,,
12/14/2024,13:55,12/14/2024,16:45,PACIFIC ROSE 3,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,DOCKING,,,,,,,
12/14/2024,15:40,12/14/2024,17:10,SUN JIN NO.505,,MT MALINGAP,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,Mtkr Malingap ,368,,,,
12/14/2024,15:45,12/14/2024,17:15,BATANGAS MOORING BOAT,,MT MALINGAP,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,368,,,,
12/14/2024,15:45,12/14/2024,17:15,CHOKWANG,,MT MALINGAP,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,368,,,,
12/14/2024,16:48,12/15/2024,15:36,TUG 20,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,TENDING,,,,,,,
12/14/2024,16:50,12/15/2024,15:30,PACIFIC ROSE 3,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,TENDING,,,,,,,
12/15/2024,06:55,12/15/2024,08:00,ENERGY VENUS,,MT NAVIG8 GAUNTLET,QUEZON,QUEZON_AZORA SARIAYA,UNDOCKING,,,,,,,
12/15/2024,07:50,12/15/2024,10:40,ENERGY PACIFIC,,MT NAVIG8 GAUNTLET,QUEZON,QUEZON_AZORA SARIAYA,UNDOCKING,,,,,,,
12/15/2024,10:40,12/15/2024,12:10,BATANGAS MOORING BOAT,,MT MALINGAP,BATANGAS,BATANGAS_SRDC BATANGAS,UNMOORING,,,368,,,,
12/15/2024,10:40,12/15/2024,12:10,CHOKWANG,,MT MALINGAP,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,368,,,,
12/15/2024,10:40,12/15/2024,11:45,SUN JIN NO.505,,MT MALINGAP,BATANGAS,BATANGAS_SRDC BATANGAS,UNDOCKING,,,368,,,,
12/15/2024,14:45,12/15/2024,17:10,NHTC 5,,MT JEWEL FAITH,CEBU,CEBU_ARCTURA,DOCKING,,,,,,,
12/15/2024,15:26,12/15/2024,16:48,TUG 20,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,UNDOCKING,,,,,,,
12/15/2024,15:41,12/15/2024,16:37,PACIFIC ROSE 8,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,UNDOCKING,,,,,,,
12/15/2024,15:45,12/15/2024,16:35,PACIFIC ROSE 3,,MT CENTENNIAL MATSUYAMA,CDO,CDO_PDOC,UNDOCKING,,,,,,,
12/16/2024,05:30,12/16/2024,07:50,TABANGAO,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,DOCKING,,,,,,,
12/16/2024,05:45,12/16/2024,07:10,PANAY GULF,,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,,,,,
12/16/2024,05:55,12/16/2024,07:05,CEBU STRAIT,,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,,,,,
12/16/2024,06:00,12/16/2024,08:00,HOKUTO,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,DOCKING,,,,,,,
12/16/2024,07:10,12/16/2024,21:50,LAKANDULA,,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,,,,,
12/16/2024,07:30,12/17/2024,09:40,PITALO MOORING BOAT,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,MOORING,,,,,,,
12/16/2024,07:30,12/17/2024,09:40,PITALO MOORING BOAT,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,UNMOORING,,,,,,,
12/16/2024,08:05,12/17/2024,09:35,HOKUTO,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,TENDING,,,,,,,
12/16/2024,10:40,12/16/2024,11:50,NHTC 5,,MT JEWEL FAITH,CEBU,CEBU_ARCTURA,UNDOCKING,,,,,,,
12/16/2024,12:30,12/16/2024,14:10,BOHOL SEA,,MV HOA BINH 45,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/16/2024,12:35,12/16/2024,14:05,CEBU STRAIT,,MV HOA BINH 45,DAVAO,DAVAO_KUDOS,UNDOCKING,,,,,,,
12/16/2024,13:30,12/16/2024,15:20,ANSTEF,,MT CENTENNIAL MATSUYAMA,LEYTE,LEYTE_VISPET,BOARDING FORMALITIES,,,,,,,
12/16/2024,13:50,12/16/2024,16:00,PANAY GULF,,MT ESPADA,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,,,,,
12/16/2024,14:10,12/16/2024,15:50,CEBU STRAIT,,MT ESPADA,DAVAO,DAVAO_PHOENIX SASA,DOCKING,,,,,,,
12/16/2024,15:31,12/16/2024,17:13,PACIFIC ROSE 1,,MT CENTENNIAL MATSUYAMA,LEYTE,LEYTE_VISPET,DOCKING,,,,,,,
12/16/2024,15:55,12/16/2024,17:10,ANSTEF,,MT CENTENNIAL MATSUYAMA,LEYTE,LEYTE_VISPET,DOCKING,,,,,,,
12/16/2024,16:00,12/16/2024,16:55,ANRIA,,MT CENTENNIAL MATSUYAMA,LEYTE,LEYTE_VISPET,DOCKING,,,,,,,
12/16/2024,16:30,12/16/2024,18:30,BOHOL SEA,,MV DONG THINH,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/16/2024,16:30,12/16/2024,18:40,CEBU STRAIT,,MV DONG THINH,DAVAO,DAVAO_KUDOS,DOCKING,,,,,,,
12/16/2024,20:50,12/16/2024,22:15,PANAY GULF,,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,,,,,
12/16/2024,21:25,12/16/2024,22:15,CEBU STRAIT,,MT CASANDRA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,,,,,
12/17/2024,05:30,12/17/2024,07:35,BATANGAS MOORING BOAT,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,295,,,,
12/17/2024,05:30,12/17/2024,07:35,CHOKWANG,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,295,,,,
12/17/2024,05:55,12/17/2024,07:20,BOHOL SEA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,344,,,,
12/17/2024,05:55,12/17/2024,07:20,CEBU STRAIT,,MT AVA,DAVAO,DAVAO_INSULAR OIL,DOCKING,,,344,,,,
12/17/2024,07:15,12/17/2024,17:50,LAKANDULA,,MT AVA,DAVAO,DAVAO_INSULAR OIL,TENDING,,,344,,,,
12/17/2024,07:50,12/17/2024,09:10,NHTC 5,,MT MALINGAP,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,368,,,,
12/17/2024,07:55,12/17/2024,09:00,PACIFIC ROSE 14,,MT MALINGAP,CEBU,CEBU_SRDC LAPU LAPU,DOCKING,,,368,,,,
12/17/2024,08:05,12/17/2024,10:10,ANSTEF,,MT MONT BLANC I,LEYTE,LEYTE_VISPET,BOARDING FORMALITIES,,,,,,,
12/17/2024,08:30,12/17/2024,09:11,CEBU MOORING BOAT,,MT MALINGAP,CEBU,CEBU_SRDC LAPU LAPU,MOORING,,,368,,,,
12/17/2024,09:25,12/17/2024,10:05,CEBU STRAIT,,MT ESPADA,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,,,,,
12/17/2024,09:30,12/17/2024,10:00,BOHOL SEA,,MT ESPADA,DAVAO,DAVAO_PHOENIX SASA,UNDOCKING,,,,,,,
12/17/2024,09:35,12/17/2024,10:10,TABANGAO,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,UNDOCKING,,,,,,,
12/17/2024,09:40,12/17/2024,10:15,HOKUTO,,MT BULUSAN II,CEBU,CEBU_SPEC PITALO,UNDOCKING,,,,,,,
12/17/2024,10:00,12/17/2024,13:00,BOHOL SEA,,MT CHAMPION PULA,DAVAO,DAVAO_DBCOM,DOCKING,,,,,,,
12/17/2024,10:20,12/17/2024,13:00,CEBU STRAIT,,MT CHAMPION PULA,DAVAO,DAVAO_DBCOM,DOCKING,,,,,,,
12/17/2024,15:40,12/17/2024,16:45,BATANGAS MOORING BOAT,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,Shifting,295,,,,
12/17/2024,15:40,12/17/2024,16:45,BATANGAS MOORING BOAT,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,UNMOORING,,Shifting,295,,,,
12/17/2024,15:40,12/17/2024,16:45,SUN JIN NO.505,,MT MARINGAL,BATANGAS,BATANGAS_SRDC BATANGAS,SHIFTING,,Voyage # 295,295,,,,
12/17/2024,17:20,12/17/2024,18:25,CEBU STRAIT,,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,344,,,,
12/17/2024,17:25,12/17/2024,18:10,AMATA MARU,,MT AVA,DAVAO,DAVAO_INSULAR OIL,UNDOCKING,,,344,,,,
12/17/2024,19:20,12/17/2024,21:35,BATANGAS MOORING BOAT,,MT PANGLAO ISLAND,BATANGAS,BATANGAS_SRDC BATANGAS,MOORING,,,886,,,,
12/17/2024,19:20,12/17/2024,21:35,SUN JIN NO.505,,MT PANGLAO ISLAND,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,Voyage # 886,886,,,,
12/17/2024,19:30,12/17/2024,21:05,CHOKWANG,,MT PANGLAO ISLAND,BATANGAS,BATANGAS_SRDC BATANGAS,DOCKING,,,886,,,,
12/17/2024,22:20,12/17/2024,23:20,NHTC 5,,MT MALINGAP,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,368,,,,
12/17/2024,22:40,12/17/2024,23:05,PACIFIC ROSE 14,,MT MALINGAP,CEBU,CEBU_SRDC LAPU LAPU,UNDOCKING,,,368,,,,
12/17/2024,22:55,12/17/2024,23:55,CEBU MOORING BOAT,,MT MALINGAP,CEBU,CEBU_SRDC LAPU LAPU,UNMOORING,,,368,,,,
12/18/2024,00:50,12/18/2024,03:15,SUN JIN NO.505,,MT SHENG HANG 003,BATANGAS,BATANGAS_BBTI,FERRY SERVICE,,MTKR SHENG HANG 003(V#006),,,,,
12/18/2024,04:30,12/18/2024,08:20,SUN JIN NO.505,,MT SHENG HANG 003,BATANGAS,BATANGAS_BBTI,DOCKING,,MTKR SHENG HANG 003 (V#2406),,,,,
