RECID,BILLNUM,DISPATCHNU,RATE,AMOUNT,ACTIVE,CREATEDDAT,CREATEDBY
45,1848,25965,26784.0,31337.28,True,2022-10-20 11:59:00,2364
46,1848,25966,26784.0,60264.0,True,2022-10-20 11:59:00,2364
47,1848,26178,26784.0,55710.72,True,2022-10-20 11:59:00,2364
48,1848,26180,26784.0,28926.72,True,2022-10-20 11:59:00,2364
49,1848,26220,26784.0,78209.28,True,2022-10-20 11:59:00,2364
50,1848,26221,26784.0,38033.28,True,2022-10-20 11:59:00,2364
51,1849,25967,265.25,8930.97,True,2022-10-20 12:11:57,2364
52,1849,26179,265.25,8952.19,True,2022-10-20 12:11:57,2364
53,1856,2903,28366.25,28366.25,True,2022-10-25 12:28:23,1790
54,1856,2904,28366.25,28366.25,True,2022-10-25 12:28:23,1790
55,1856,2905,33678.4,33678.4,True,2022-10-25 12:28:23,1790
56,1856,2906,33678.4,33678.4,True,2022-10-25 12:28:23,1790
57,1857,2915,33678.4,33678.4,True,2022-10-25 13:25:34.999000,2364
58,1857,2916,33678.4,33678.4,True,2022-10-25 13:25:34.999000,2364
59,1857,2919,35770.28,35770.28,True,2022-10-25 13:25:34.999000,2364
60,1857,2920,35770.28,35770.28,True,2022-10-25 13:25:34.999000,2364
61,1873,3041,11237.5,25284.38,True,2022-11-02 11:48:54.999000,2364
62,1873,3042,11237.5,16856.25,True,2022-11-02 11:48:54.999000,2364
63,1873,3316,11237.5,26183.38,True,2022-11-02 11:48:54.999000,2364
64,1873,3318,11237.5,22475.0,True,2022-11-02 11:48:54.999000,2364
65,,3315,11237.5,26183.38,False,2022-11-02 12:57:13,2364
66,1874,03315,11237.5,26183.83,True,2022-11-02 15:49:27.999000,1790
67,1896,26265,26102.0,34715.06,True,2022-11-14 11:50:23.999000,2364
68,1896,26266,26102.0,26102.0,True,2022-11-14 11:50:23.999000,2364
69,1896,26303,26102.0,43590.34,True,2022-11-14 11:50:23.999000,2364
70,1896,26304,26102.0,26102.0,True,2022-11-14 11:50:23.999000,2364
71,1896,26406,26102.0,34715.06,True,2022-11-14 11:50:23.999000,2364
72,1896,26408,26102.0,26102.0,True,2022-11-14 11:50:23.999000,2364
73,1897,26267,238.85,7662.31,True,2022-11-14 11:54:39,2364
74,1897,26407,238.85,7602.6,True,2022-11-14 11:54:39,2364
75,1900,3185,13780.37,34450.92,True,2022-11-15 16:39:54.999000,2364
76,1900,3186,13780.37,34450.92,True,2022-11-15 16:39:54.999000,2364
77,1900,3192,13780.37,34450.92,True,2022-11-15 16:39:54.999000,2364
78,1900,3193,13780.37,34450.92,True,2022-11-15 16:39:54.999000,2364
79,1903,2595,9272.1,16226.18,True,2022-11-16 15:22:08.999000,2364
80,1903,2627,9272.1,16967.94,True,2022-11-16 15:22:08.999000,2364
81,1903,4979,11085.6,13857.0,True,2022-11-16 15:22:08.999000,2364
82,1910,2754,12164.4,30411.0,True,2022-11-22 15:01:51.999000,2364
83,1910,3053,12164.4,30411.0,True,2022-11-22 15:01:51.999000,2364
84,1910,3054,12164.4,30411.0,True,2022-11-22 15:01:51.999000,2364
85,1910,3164,12164.4,30411.0,True,2022-11-22 15:01:51.999000,2364
86,1910,3368,12164.4,30411.0,True,2022-11-22 15:01:51.999000,2364
87,1910,3372,12164.4,30411.0,True,2022-11-22 15:01:51.999000,2364
88,1911,2753,470.88,13853.29,True,2022-11-22 15:04:55,2364
89,1911,3373,470.88,13853.29,True,2022-11-22 15:04:55,2364
90,1912,3163,12164.4,30411.0,True,2022-11-22 15:12:36.999000,2364
91,,3370,12164.4,6082.2,False,2022-11-25 09:30:30,2364
92,1922,2758,12080.7,30201.75,True,2022-11-25 10:24:18,2364
93,1922,3400,12080.7,30201.75,True,2022-11-25 10:24:18,2364
94,1922,3859,12080.7,30201.75,True,2022-11-25 10:24:18,2364
95,1922,3884,12080.7,30201.75,True,2022-11-25 10:24:18,2364
96,1922,3885,12080.7,30201.75,True,2022-11-25 10:24:18,2364
97,1922,3887,12080.7,30201.75,True,2022-11-25 10:24:18,2364
98,1924,3857,12164.4,30411.0,True,2022-11-25 10:28:23.999000,2364
99,1923,3886,467.64,11653.59,True,2022-11-25 10:43:58,2364
100,1923,3888,467.64,11653.59,True,2022-11-25 10:43:58,2364
101,1925,3115,10251.7,11994.49,True,2022-11-25 11:00:05.999000,2364
102,1925,3378,10251.7,14557.41,True,2022-11-25 11:00:05.999000,2364
103,1925,3475,10846.9,18982.08,True,2022-11-25 11:00:05.999000,2364
104,1925,5106,10846.9,25273.28,True,2022-11-25 11:00:05.999000,2364
105,1926,3114,10846.9,23537.77,True,2022-11-25 11:02:06,2364
106,1935,3046,13780.37,34450.92,True,2022-12-01 10:23:06.999000,2364
107,1935,3047,13780.37,34450.92,True,2022-12-01 10:23:06.999000,2364
108,1935,3177,13967.86,34919.64,True,2022-12-01 10:23:06.999000,2364
109,1935,3178,13967.86,34919.64,True,2022-12-01 10:23:06.999000,2364
110,1945,26294,23498.0,39241.66,True,2022-12-07 09:38:56.999000,2364
111,1945,26296,23498.0,31252.34,True,2022-12-07 09:38:56.999000,2364
112,1945,26319,23498.0,41121.5,True,2022-12-07 09:38:56.999000,2364
113,1945,26320,23498.0,31252.34,True,2022-12-07 09:38:56.999000,2364
114,1945,26428,23498.0,37126.84,True,2022-12-07 09:38:56.999000,2364
115,1945,26430,23498.0,23498.0,True,2022-12-07 09:38:56.999000,2364
116,1946,26295,177.95,6776.34,True,2022-12-07 09:41:03.999000,2364
117,1946,26429,177.95,6762.1,True,2022-12-07 09:41:03.999000,2364
118,1973,2934,27619.76,27619.76,True,2022-12-20 09:59:50.999000,2364
119,1973,2935,27619.76,27619.76,True,2022-12-20 09:59:50.999000,2364
120,1973,3806,24981.04,24981.04,True,2022-12-20 09:59:50.999000,2364
121,1973,3807,24981.04,24981.04,True,2022-12-20 09:59:50.999000,2364
122,1981,2785,24981.04,24981.04,True,2022-12-24 11:29:34,2364
123,1981,2786,24981.04,24981.04,True,2022-12-24 11:29:34,2364
124,1981,2940,24981.04,24981.04,True,2022-12-24 11:29:34,2364
125,1981,2941,24981.04,24981.04,True,2022-12-24 11:29:34,2364
126,1983,2789,24981.04,24981.04,True,2022-12-27 10:29:39.999000,2364
127,1983,2791,24981.04,24981.04,True,2022-12-27 10:29:39.999000,2364
128,1988,26354,23312.0,46624.0,True,2023-01-03 13:10:37.999000,2364
129,1988,26355,23312.0,23312.0,True,2023-01-03 13:10:37.999000,2364
130,1988,26490,23312.0,36832.96,True,2023-01-03 13:10:37.999000,2364
131,1988,26491,23312.0,23312.0,True,2023-01-03 13:10:37.999000,2364
132,1988,26658,23312.0,33103.04,True,2023-01-03 13:10:37.999000,2364
133,1988,26660,23312.0,23312.0,True,2023-01-03 13:10:37.999000,2364
134,1989,26492,130.85,4765.56,True,2023-01-03 13:17:51,2364
135,1989,26659,130.85,4776.03,True,2023-01-03 13:17:51,2364
136,1997,26367,23312.0,34968.0,True,2023-01-03 14:05:14,2364
137,1997,26497,23312.0,34968.0,True,2023-01-03 14:05:14,2364
138,1997,26499,23312.0,27275.04,True,2023-01-03 14:05:14,2364
139,1997,26668,23312.0,36832.96,True,2023-01-03 14:05:14,2364
140,1997,26670,23312.0,23312.0,True,2023-01-03 14:05:14,2364
141,1997,26671,23312.0,27275.04,True,2023-01-03 14:05:14,2364
142,1998,26498,130.85,1668.34,True,2023-01-03 14:06:58.999000,2364
143,1998,26669,130.85,1668.34,True,2023-01-03 14:06:58.999000,2364
144,2000,3251,27229.16,27229.16,True,2023-01-04 09:19:07,2364
145,2000,3252,27229.16,27229.16,True,2023-01-04 09:19:07,2364
146,2002,2760,27619.76,27619.76,True,2023-01-05 12:23:14,2364
147,2002,3065,27619.76,27619.76,True,2023-01-05 12:23:14,2364
148,2002,3801,27619.76,27619.76,True,2023-01-05 12:23:14,2364
149,2011,26375,23963.0,34027.46,True,2023-01-09 14:06:49,2364
150,2011,26507,23963.0,31870.79,True,2023-01-09 14:06:49,2364
151,2011,26509,23963.0,23963.0,True,2023-01-09 14:06:49,2364
152,2011,26680,23963.0,28036.71,True,2023-01-09 14:06:49,2364
153,2011,26682,23963.0,23963.0,True,2023-01-09 14:06:49,2364
154,2011,26683,23963.0,23963.0,True,2023-01-09 14:06:49,2364
155,2012,26508,105.65,2949.75,True,2023-01-09 14:17:11,2364
156,2012,26681,105.65,2949.75,True,2023-01-09 14:17:11,2364
157,2016,3401,27072.92,27072.92,True,2023-01-10 14:30:39,2364
158,2017,26387,23095.0,28868.75,True,2023-01-12 12:34:30.999000,2364
159,2017,26388,23095.0,38568.65,True,2023-01-12 12:34:30.999000,2364
160,2017,26515,23095.0,38568.65,True,2023-01-12 12:34:30.999000,2364
161,2017,26517,23095.0,23095.0,True,2023-01-12 12:34:30.999000,2364
162,2017,26689,23095.0,38568.65,True,2023-01-12 12:34:30.999000,2364
163,2017,26691,23095.0,23095.0,True,2023-01-12 12:34:30.999000,2364
164,2018,26516,72.05,1255.11,True,2023-01-12 12:55:16.999000,2364
165,2018,26690,72.05,1255.11,True,2023-01-12 12:55:16.999000,2364
166,,26364,23312.0,23312.0,False,2023-01-12 14:33:19.999000,2364
167,,26391,23312.0,23312.0,False,2023-01-12 14:33:19.999000,2364
168,,26392,23312.0,23312.0,False,2023-01-12 14:33:19.999000,2364
169,2019,26393,23312.0,23312.0,True,2023-01-12 14:33:19.999000,2364
170,2019,26493,23312.0,23312.0,True,2023-01-12 14:33:19.999000,2364
171,2019,26664,23312.0,23312.0,True,2023-01-12 14:33:19.999000,2364
172,2020,26376,23963.0,23963.0,True,2023-01-12 14:48:31.999000,2364
173,2020,26377,23963.0,23963.0,True,2023-01-12 14:48:31.999000,2364
174,2020,26389,23963.0,23963.0,True,2023-01-12 14:48:31.999000,2364
175,2020,26390,23963.0,23963.0,True,2023-01-12 14:48:31.999000,2364
176,2021,26378,23963.0,23963.0,True,2023-01-12 14:53:13.999000,2364
177,2021,26379,23963.0,23963.0,True,2023-01-12 14:53:13.999000,2364
178,2021,26386,23963.0,23963.0,True,2023-01-12 14:53:13.999000,2364
179,2021,26514,23963.0,23963.0,True,2023-01-12 14:53:13.999000,2364
180,,26374,143778.0,143778.0,False,2023-01-12 15:48:34,2364
181,,26506,143778.0,143778.0,False,2023-01-12 15:48:34,2364
182,,26519,143778.0,143778.0,False,2023-01-12 15:48:34,2364
183,,26394,143778.0,143778.0,False,2023-01-12 15:52:32.999000,2364
184,2019,026364,23312.0,23312.0,True,2023-01-12 16:31:56,2364
185,2019,026391,23312.0,23312.0,True,2023-01-12 16:31:56,2364
186,2019,026392,23312.0,23312.0,True,2023-01-12 16:31:56,2364
187,2025,26395,23095.0,23095.0,True,2023-01-13 11:48:08.999000,2364
188,2025,26396,23095.0,23095.0,True,2023-01-13 11:48:08.999000,2364
189,2025,26524,23095.0,23095.0,True,2023-01-13 11:48:08.999000,2364
190,2025,26697,23095.0,23095.0,True,2023-01-13 11:48:08.999000,2364
191,2032,123314,10251.7,25629.25,True,2023-01-16 09:19:33.999000,2364
192,2032,123315,10251.7,25629.25,True,2023-01-16 09:19:33.999000,2364
193,2032,123316,10251.7,25629.25,True,2023-01-16 09:19:33.999000,2364
194,2032,132757,10251.7,25629.25,True,2023-01-16 09:19:33.999000,2364
195,2032,143102,10251.7,25629.25,True,2023-01-16 09:19:33.999000,2364
196,2032,153864,10251.7,25629.25,True,2023-01-16 09:19:33.999000,2364
197,2033,132756,474.26,9959.46,True,2023-01-16 09:22:25.999000,2364
198,2033,153863,474.26,9959.46,True,2023-01-16 09:22:25.999000,2364
199,2034,123312,10251.7,25629.25,True,2023-01-16 09:30:55.999000,2364
200,2046,123370,23691.75,23691.75,True,2023-01-18 12:53:23,2364
201,2045,123381,366.84,7887.06,True,2023-01-18 12:55:52,2364
202,2045,123383,366.84,8070.48,True,2023-01-18 12:55:52,2364
203,2044,123371,23691.75,23691.75,True,2023-01-18 13:00:05.999000,2364
204,2044,123373,23691.75,23691.75,True,2023-01-18 13:00:05.999000,2364
205,2044,123374,23691.75,23691.75,True,2023-01-18 13:00:05.999000,2364
206,2044,123375,23691.75,23691.75,True,2023-01-18 13:00:05.999000,2364
207,2044,123382,23691.75,23691.75,True,2023-01-18 13:00:05.999000,2364
208,2044,123384,23691.75,23691.75,True,2023-01-18 13:00:05.999000,2364
209,2049,26398,23250.0,23250.0,True,2023-01-18 16:04:18.999000,2364
210,2049,26529,23250.0,23250.0,True,2023-01-18 16:04:18.999000,2364
211,2049,26536,23250.0,23250.0,True,2023-01-18 16:04:18.999000,2364
212,2049,26601,23250.0,23250.0,True,2023-01-18 16:04:18.999000,2364
213,2050,26533,23250.0,23250.0,True,2023-01-19 14:42:51.999000,2364
214,2050,26539,23250.0,23250.0,True,2023-01-19 14:42:51.999000,2364
215,2050,026400,23250.0,23250.0,True,2023-01-19 14:43:24,2364
216,2050,26604,23250.0,23250.0,True,2023-01-19 14:43:24,2364
217,2054,173416,8382.4,22381.01,True,2023-01-21 11:15:15.999000,2364
218,2054,173549,8382.4,20285.41,True,2023-01-21 11:15:15.999000,2364
219,2054,184520,8382.4,17435.39,True,2023-01-21 11:15:15.999000,2364
220,2054,184521,8382.4,8382.4,True,2023-01-21 11:15:15.999000,2364
221,2055,184516,8382.4,21626.59,True,2023-01-21 11:18:10,2364
222,,26397,23250.0,23250.0,False,2023-01-21 16:44:15.999000,2364
223,,26525,23250.0,23250.0,False,2023-01-21 16:44:15.999000,2364
224,,26542,23250.0,23250.0,False,2023-01-21 16:44:15.999000,2364
225,,26605,23250.0,23250.0,False,2023-01-21 16:44:15.999000,2364
226,2061,26544,23250.0,46500.0,True,2023-01-23 17:17:12,2364
227,2061,26545,23250.0,38827.5,True,2023-01-23 17:17:12,2364
228,2061,26607,23250.0,50452.5,True,2023-01-23 17:17:12,2364
229,2061,26608,23250.0,27202.5,True,2023-01-23 17:17:12,2364
230,2061,26709,23250.0,42547.5,True,2023-01-23 17:17:12,2364
231,2061,26711,23250.0,29062.5,True,2023-01-23 17:17:12,2364
232,2062,26546,111.65,4540.81,True,2023-01-23 17:36:45,2364
233,2062,26710,111.65,4373.33,True,2023-01-23 17:36:45,2364
234,2065,26612,23947.5,23947.5,True,2023-01-24 17:03:44,2364
235,2065,26614,23947.5,23947.5,True,2023-01-24 17:03:44,2364
236,2065,26714,23947.5,23947.5,True,2023-01-24 17:03:44,2364
237,2065,26951,23947.5,23947.5,True,2023-01-24 17:03:44,2364
238,2074,123330,10770.14,26925.36,True,2023-01-27 13:40:45,2364
239,2074,123331,10770.14,26925.36,True,2023-01-27 13:40:45,2364
240,2074,123393,10770.14,26925.36,True,2023-01-27 13:40:45,2364
241,2074,123394,10770.14,26925.36,True,2023-01-27 13:40:45,2364
242,2075,26537,23947.5,23947.5,True,2023-01-27 17:09:11.999000,2364
243,2075,26602,23947.5,23947.5,True,2023-01-27 17:09:11.999000,2364
244,2075,26618,23947.5,23947.5,True,2023-01-27 17:09:11.999000,2364
245,2075,26958,23947.5,23947.5,True,2023-01-27 17:09:11.999000,2364
246,2077,26617,23947.5,23947.5,True,2023-01-31 10:57:23,2364
247,2077,26620,23947.5,23947.5,True,2023-01-31 10:57:23,2364
248,2077,26957,23947.5,23947.5,True,2023-01-31 10:57:23,2364
249,2077,26962,23947.5,23947.5,True,2023-01-31 10:57:23,2364
250,2081,26621,24257.5,24257.5,True,2023-01-31 16:59:10,2364
251,2081,26622,24257.5,24257.5,True,2023-01-31 16:59:10,2364
252,2081,26721,24257.5,24257.5,True,2023-01-31 16:59:10,2364
253,2081,26722,24257.5,24257.5,True,2023-01-31 16:59:10,2364
254,2081,26963,24257.5,24257.5,True,2023-01-31 16:59:10,2364
255,2081,26964,24257.5,24257.5,True,2023-01-31 16:59:10,2364
256,2085,26626,24257.5,24257.5,True,2023-02-03 16:41:05,2364
257,2085,26627,24257.5,24257.5,True,2023-02-03 16:41:05,2364
258,2085,26969,24257.5,24257.5,True,2023-02-03 16:41:05,2364
259,2085,26970,24257.5,24257.5,True,2023-02-03 16:41:05,2364
260,2089,26629,24257.5,24257.5,True,2023-02-07 11:39:12,2364
261,2089,26631,24257.5,24257.5,True,2023-02-07 11:39:12,2364
262,2089,26975,24257.5,24257.5,True,2023-02-07 11:39:12,2364
263,2089,26976,24257.5,24257.5,True,2023-02-07 11:39:12,2364
264,2090,26628,24257.5,24257.5,True,2023-02-07 11:42:46,2364
265,2090,26632,24257.5,24257.5,True,2023-02-07 11:42:46,2364
266,2090,26972,24257.5,24257.5,True,2023-02-07 11:42:46,2364
267,2090,26978,24257.5,24257.5,True,2023-02-07 11:42:46,2364
268,,26625,24257.5,24257.5,False,2023-02-09 12:20:46,2364
269,,26633,24257.5,24257.5,False,2023-02-09 12:20:46,2364
270,,26966,24257.5,24257.5,False,2023-02-09 12:20:46,2364
271,,26968,24257.5,24257.5,False,2023-02-09 12:20:46,2364
272,,26984,24257.5,24257.5,False,2023-02-09 12:20:46,2364
273,,26985,24257.5,24257.5,False,2023-02-09 12:20:46,2364
274,2097,127057,8450.6,14112.5,True,2023-02-11 09:39:04.999000,2364
275,2097,168076,8450.6,21126.5,True,2023-02-11 09:39:04.999000,2364
276,2097,172870,8450.6,17577.25,True,2023-02-11 09:39:04.999000,2364
277,2097,174065,8450.6,16225.15,True,2023-02-11 09:39:04.999000,2364
278,2098,127556,8450.6,23239.15,True,2023-02-11 09:41:00,2364
279,2101,173486,8450.6,21802.55,True,2023-02-14 11:17:04,2364
280,2101,173487,8450.6,15464.6,True,2023-02-14 11:17:04,2364
281,2101,174814,8450.6,21802.55,True,2023-02-14 11:17:04,2364
282,2101,174815,8450.6,15464.6,True,2023-02-14 11:17:04,2364
283,2101,184626,8450.6,19689.9,True,2023-02-14 11:17:04,2364
284,2101,184627,8450.6,14112.5,True,2023-02-14 11:17:04,2364
285,2102,127563,8450.6,23239.15,True,2023-02-14 11:28:11,2364
286,2109,26635,22645.5,22645.5,True,2023-02-16 17:06:33,2364
287,2109,26636,22645.5,22645.5,True,2023-02-16 17:06:33,2364
288,2109,26989,22645.5,22645.5,True,2023-02-16 17:06:33,2364
289,2109,26990,22645.5,22645.5,True,2023-02-16 17:06:33,2364
290,2110,124397,29442.56,29442.56,True,2023-02-17 09:11:32.999000,2364
291,2110,124398,29442.56,29442.56,True,2023-02-17 09:11:32.999000,2364
292,2110,141135,29442.56,29442.56,True,2023-02-17 09:11:32.999000,2364
293,2110,155878,29442.56,29442.56,True,2023-02-17 09:11:32.999000,2364
294,2113,26638,22645.5,79259.25,True,2023-02-20 09:12:22.999000,2364
295,2113,26639,22645.5,49140.74,True,2023-02-20 09:12:22.999000,2364
296,2113,26745,22645.5,67936.5,True,2023-02-20 09:12:22.999000,2364
297,2113,26747,22645.5,49140.74,True,2023-02-20 09:12:22.999000,2364
298,2113,26994,22645.5,67936.5,True,2023-02-20 09:12:22.999000,2364
299,2113,26997,22645.5,49140.74,True,2023-02-20 09:12:22.999000,2364
300,2115,26641,22645.5,35779.89,True,2023-02-20 11:54:04.999000,2364
301,2115,26749,22645.5,45291.0,True,2023-02-20 11:54:04.999000,2364
302,2115,26750,22645.5,32156.61,True,2023-02-20 11:54:04.999000,2364
303,2115,26851,22645.5,45291.0,True,2023-02-20 11:54:04.999000,2364
304,2115,26852,22645.5,45291.0,True,2023-02-20 11:54:04.999000,2364
305,2115,26999,22645.5,28306.88,True,2023-02-20 11:54:04.999000,2364
306,2116,26751,160.25,3352.43,True,2023-02-20 11:55:55,2364
307,2116,26998,160.25,3257.88,True,2023-02-20 11:55:55,2364
308,2114,026995,160.25,347.74,True,2023-02-20 12:08:37,2364
309,2114,26746,160.25,4059.13,True,2023-02-20 12:08:37,2364
310,2114,26995,160.25,3738.63,True,2023-02-20 12:08:37,2364
311,2132,127975,8134.4,12201.6,True,2023-03-02 10:25:52,2364
312,2132,174819,8134.4,18953.15,True,2023-03-02 10:25:52,2364
313,2132,184639,8134.4,18953.15,True,2023-03-02 10:25:52,2364
314,2132,184643,8134.4,14235.2,True,2023-03-02 10:25:52,2364
315,2133,174680,8134.4,18302.4,True,2023-03-02 10:27:41.999000,2364
316,2141,26752,22568.0,67704.0,True,2023-03-04 16:37:33.999000,2364
317,2141,26753,22568.0,37688.56,True,2023-03-04 16:37:33.999000,2364
318,2141,26867,22568.0,63867.44,True,2023-03-04 16:37:33.999000,2364
319,2141,26869,22568.0,26404.56,True,2023-03-04 16:37:33.999000,2364
320,2141,27016,22568.0,62062.0,True,2023-03-04 16:37:33.999000,2364
321,2141,27018,22568.0,26404.56,True,2023-03-04 16:37:33.999000,2364
322,2142,26868,157.25,3734.69,True,2023-03-04 16:41:19,2364
323,2142,27017,157.25,3774.0,True,2023-03-04 16:41:19,2364
324,2139,124262,27116.32,27116.32,True,2023-03-06 10:42:08.999000,2364
325,2139,124263,27116.32,27116.32,True,2023-03-06 10:42:08.999000,2364
326,2139,124341,27116.32,27116.32,True,2023-03-06 10:42:08.999000,2364
327,2139,124342,27116.32,27116.32,True,2023-03-06 10:42:08.999000,2364
328,2147,26756,23033.0,51824.25,True,2023-03-08 17:26:59,2364
329,2147,26757,23033.0,36392.14,True,2023-03-08 17:26:59,2364
330,2147,26870,23033.0,34549.5,True,2023-03-08 17:26:59,2364
331,2147,26872,23033.0,23033.0,True,2023-03-08 17:26:59,2364
332,2147,27019,23033.0,42150.39,True,2023-03-08 17:26:59,2364
333,2147,27021,23033.0,23033.0,True,2023-03-08 17:26:59,2364
334,2148,26871,175.25,3447.17,True,2023-03-08 17:29:13,2364
335,2148,27020,175.25,3417.38,True,2023-03-08 17:29:13,2364
336,2151,155917,25224.08,25224.08,True,2023-03-09 09:42:43,2364
337,2151,155918,25224.08,25224.08,True,2023-03-09 09:42:43,2364
338,2151,155922,25224.08,25224.08,True,2023-03-09 09:42:43,2364
339,2151,155923,25224.08,25224.08,True,2023-03-09 09:42:43,2364
340,2161,108239,7774.8,16871.32,True,2023-03-15 12:20:58,2364
341,2161,108290,7774.8,13605.9,True,2023-03-15 12:20:58,2364
342,2161,127595,7774.8,14927.62,True,2023-03-15 12:20:58,2364
343,2161,174568,7774.8,14227.88,True,2023-03-15 12:20:58,2364
344,2162,127592,7774.8,18115.28,True,2023-03-15 13:08:39.999000,2364
345,2164,124289,26387.2,26387.2,True,2023-03-15 16:01:51.999000,2364
346,2164,124290,26387.2,26387.2,True,2023-03-15 16:01:51.999000,2364
347,2164,124294,26387.2,26387.2,True,2023-03-15 16:01:51.999000,2364
348,2164,124295,26387.2,26387.2,True,2023-03-15 16:01:51.999000,2364
349,2173,26765,23002.0,44163.84,True,2023-03-20 13:36:04.999000,2364
350,2173,26766,23002.0,42093.66,True,2023-03-20 13:36:04.999000,2364
351,2173,26886,23002.0,40253.5,True,2023-03-20 13:36:04.999000,2364
352,2173,26888,23002.0,23002.0,True,2023-03-20 13:36:04.999000,2364
353,2173,27038,23002.0,38413.34,True,2023-03-20 13:36:04.999000,2364
354,2173,27040,23002.0,32662.84,True,2023-03-20 13:36:04.999000,2364
355,2174,26887,160.85,6099.43,True,2023-03-20 14:40:38.999000,2364
356,2174,27039,160.85,6031.88,True,2023-03-20 14:40:38.999000,2364
357,2176,130716,26387.2,26387.2,True,2023-03-21 08:56:37,2364
358,2176,130717,26387.2,26387.2,True,2023-03-21 08:56:37,2364
359,2189,26777,22428.5,63472.66,True,2023-03-27 11:57:43,2364
360,2189,26778,22428.5,37455.6,True,2023-03-27 11:57:43,2364
361,2189,26900,22428.5,52258.41,True,2023-03-27 11:57:43,2364
362,2189,26902,22428.5,35437.03,True,2023-03-27 11:57:43,2364
363,2189,27157,22428.5,56071.25,True,2023-03-27 11:57:43,2364
364,2189,27158,22428.5,44857.0,True,2023-03-27 11:57:43,2364
365,2190,26901,138.65,3962.62,True,2023-03-27 12:14:35,2364
366,2190,27159,138.65,3951.53,True,2023-03-27 12:14:35,2364
367,,8865,26309.08,26309.08,False,2023-03-31 16:24:18,2364
368,2200,9055,26309.08,26309.08,True,2023-03-31 16:24:18,2364
369,2200,9056,26309.08,26309.08,True,2023-03-31 16:24:18,2364
370,2200,08865,26309.08,26309.08,True,2023-03-31 16:32:34,2364
371,2202,8881,24876.88,24876.88,True,2023-04-01 14:33:32.999000,2364
372,2202,9083,24876.88,24876.88,True,2023-04-01 14:33:32.999000,2364
373,2202,9085,24876.88,24876.88,True,2023-04-01 14:33:32.999000,2364
374,2203,8874,22211.5,22211.5,True,2023-04-01 14:40:22.999000,2364
375,2203,8878,22211.5,22211.5,True,2023-04-01 14:40:22.999000,2364
376,2203,9019,22211.5,22211.5,True,2023-04-01 14:40:22.999000,2364
377,2203,9022,22211.5,22211.5,True,2023-04-01 14:40:22.999000,2364
378,2203,9077,22211.5,22211.5,True,2023-04-01 14:40:22.999000,2364
379,2203,9079,22211.5,22211.5,True,2023-04-01 14:40:22.999000,2364
380,2204,9023,138.65,3096.05,True,2023-04-01 14:46:13,2364
381,2204,9080,138.65,3039.2,True,2023-04-01 14:46:13,2364
382,2205,9018,22211.5,22211.5,True,2023-04-01 14:48:52,2364
383,2233,108389,7901.9,13196.17,True,2023-04-18 17:07:34.999000,2364
384,2233,127639,7901.9,13196.17,True,2023-04-18 17:07:34.999000,2364
385,2233,127995,7901.9,23073.55,True,2023-04-18 17:07:34.999000,2364
386,2233,173378,7901.9,19754.75,True,2023-04-18 17:07:34.999000,2364
387,2234,168315,7901.9,18411.43,True,2023-04-18 17:12:17.999000,2364
388,2243,8888,23870.0,23870.0,True,2023-04-22 15:21:53.999000,2364
389,2243,8892,23870.0,23870.0,True,2023-04-22 15:21:53.999000,2364
390,2243,9039,23870.0,23870.0,True,2023-04-22 15:21:53.999000,2364
391,2243,9044,23870.0,23870.0,True,2023-04-22 15:21:53.999000,2364
392,2244,8900,24260.6,24260.6,True,2023-04-22 15:38:38,2364
393,2244,9502,24260.6,24260.6,True,2023-04-22 15:38:38,2364
394,2244,9759,24260.6,24260.6,True,2023-04-22 15:38:38,2364
395,2244,9760,24260.6,24260.6,True,2023-04-22 15:38:38,2364
396,2248,25184,22583.5,33875.25,True,2023-04-22 17:19:16,2364
397,2248,26830,22583.5,49006.19,True,2023-04-22 17:19:16,2364
398,2248,26831,22583.5,45167.0,True,2023-04-22 17:19:16,2364
399,2248,27104,22583.5,35681.93,True,2023-04-22 17:19:16,2364
400,2248,27106,22583.5,30036.06,True,2023-04-22 17:19:16,2364
401,2248,27208,22583.5,41327.81,True,2023-04-22 17:19:16,2364
402,2249,25183,144.65,3098.4,True,2023-04-24 08:40:51.999000,2364
403,2249,27105,144.65,3290.79,True,2023-04-24 08:40:51.999000,2364
404,2255,9584,144.65,3254.63,True,2023-04-26 09:26:06.999000,2364
405,2255,9779,144.65,3254.63,True,2023-04-26 09:26:06.999000,2364
406,2256,9773,22839.25,22839.25,True,2023-04-26 09:30:30,2364
407,2254,9504,22839.25,22839.25,True,2023-04-26 09:35:03,2364
408,2254,9505,22839.25,22839.25,True,2023-04-26 09:35:03,2364
409,2254,9581,22839.25,22839.25,True,2023-04-26 09:35:03,2364
410,2254,9585,22839.25,22839.25,True,2023-04-26 09:35:03,2364
411,2254,9774,22839.25,22839.25,True,2023-04-26 09:35:03,2364
412,2254,9778,22839.25,22839.25,True,2023-04-26 09:35:03,2364
413,2258,9762,25579.96,25579.96,True,2023-04-26 16:01:36.999000,2364
414,2262,127387,7790.3,13009.8,True,2023-04-27 09:31:34.999000,2364
415,2262,168564,7790.3,10361.1,True,2023-04-27 09:31:34.999000,2364
416,2262,168565,7790.3,9737.88,True,2023-04-27 09:31:34.999000,2364
417,2262,174789,7790.3,13633.03,True,2023-04-27 09:31:34.999000,2364
