RECID,DATE,CUSTNO,PORT,TERMINAL,SERVICE,DISPATCH,BAF,CREATEDBY,CREATEDDAT,TYPE,VESSEL
1037,2026-12-31,0052,003,003-003,007,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1038,2026-12-31,0052,003,003-003,008,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1039,2026-12-31,0052,004,004-001,001,80000.0,0.0,2265,2026-01-24 11:15:19,F,
1040,2026-12-31,0052,004,004-001,002,80000.0,0.0,2265,2026-01-24 11:15:19,F,
1041,2026-12-31,0052,004,004-001,010,22000.0,0.0,2265,2026-01-24 11:15:19,F,
1042,2026-12-31,0052,004,004-001,012,46000.0,0.0,2265,2026-01-24 11:15:19,F,
1043,2026-12-31,0052,004,004-001,007,30000.0,0.0,2265,2026-01-24 11:15:19,F,
1044,2026-12-31,0052,004,004-001,008,30000.0,0.0,2265,2026-01-24 11:15:19,F,
1045,2026-12-31,0052,005,005-008,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1046,2026-12-31,0052,005,005-008,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1047,2026-12-31,0052,005,005-020,001,275000.0,0.0,2265,2026-01-24 11:15:19,F,
1048,2026-12-31,0052,005,005-020,002,275000.0,0.0,2265,2026-01-24 11:15:19,F,
1049,2026-12-31,0052,007,007-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1050,2026-12-31,0052,007,007-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1051,2026-12-31,0052,007,007-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
1052,2026-12-31,0052,008,008-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1053,2026-12-31,0052,008,008-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1054,2026-12-31,0052,008,008-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
1055,2026-12-31,0052,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1056,2026-12-31,0052,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1057,2026-12-31,0052,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1058,2026-12-31,0052,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1059,2026-12-31,0052,011,011-001,001,400000.0,0.0,2265,2026-01-24 11:15:19,F,
1060,2026-12-31,0052,011,011-001,002,400000.0,0.0,2265,2026-01-24 11:15:19,F,
1061,2026-12-31,0052,010,010-001,001,714290.0,0.0,2265,2026-01-24 11:15:19,F,
1062,2026-12-31,0052,010,010-001,002,714290.0,0.0,2265,2026-01-24 11:15:19,F,
1063,2026-12-31,0052,010,010-001,007,40000.0,0.0,2265,2026-01-24 11:15:19,F,
1064,2026-12-31,0052,010,010-001,008,40000.0,0.0,2265,2026-01-24 11:15:19,F,
1065,2026-12-31,0052,001,001-013,001,350000.0,0.0,2265,2026-01-24 11:15:19,F,
1066,2026-12-31,0052,001,001-013,002,350000.0,0.0,2265,2026-01-24 11:15:19,F,
1067,2026-12-31,0057,001,001-003,001,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1068,2026-12-31,0057,001,001-003,002,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1069,2026-12-31,0057,001,001-002,001,43000.0,0.0,2265,2026-01-24 11:15:19,L,
1070,2026-12-31,0057,001,001-002,002,43000.0,0.0,2265,2026-01-24 11:15:19,L,
1071,2026-12-31,0059,001,001-002,001,37000.0,0.0,2265,2026-01-24 11:15:19,L,
1072,2026-12-31,0059,001,001-002,002,37000.0,0.0,2265,2026-01-24 11:15:19,L,
1073,2026-12-31,0059,001,001-003,001,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1074,2026-12-31,0059,001,001-003,002,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1075,2026-12-31,0016,005,005-018,001,30000.0,0.0,2265,2026-01-24 11:15:19,L,
1076,2026-12-31,0016,005,005-018,002,30000.0,0.0,2265,2026-01-24 11:15:19,L,
1077,2026-12-31,0024,005,005-010,001,50000.0,0.0,2265,2026-01-24 11:15:19,L,
1078,2026-12-31,0024,005,005-010,002,50000.0,0.0,2265,2026-01-24 11:15:19,L,
1079,2026-12-31,0074,001,001-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1080,2026-12-31,0074,001,001-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1081,2026-12-31,0072,001,001-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1082,2026-12-31,0072,001,001-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1083,2026-12-31,0060,005,005-005,001,25000.0,0.0,2265,2026-01-24 11:15:19,L,
1084,2026-12-31,0060,005,005-005,002,25000.0,0.0,2265,2026-01-24 11:15:19,L,
