RECID,CODE,BANK,BANKNAME,ACCOUNTNO,ACCOUNTNAM,ACTIVE,CREATEDBY,CREATEDDAT
1,001,MBTC,METROBANK - SHAW,167-7-16753668-5,MALAYAN MARITIME SERVICES INC.,,,
