RECID,BILLNUM,DISPATCHNU,RATE,AMOUNT,APOTHERTUG,ACTIVE,CREATEDDAT,CREATEDBY
70,1833,26096,35000.0,35000.0,0.0,True,2022-10-13 13:25:31,2364
71,1833,26097,35000.0,35000.0,0.0,True,2022-10-13 13:25:31,2364
72,1833,26160,35000.0,35000.0,0.0,True,2022-10-13 13:25:31,2364
73,1833,26162,35000.0,35000.0,0.0,True,2022-10-13 13:25:31,2364
74,1834,26161,22000.0,374000.0,0.0,True,2022-10-13 13:26:53,2364
75,1835,25956,52000.0,52000.0,0.0,True,2022-10-13 13:28:13,2364
76,1835,25957,52000.0,52000.0,0.0,True,2022-10-13 13:28:13,2364
77,1835,26098,52000.0,52000.0,0.0,True,2022-10-13 13:28:13,2364
78,1835,26099,52000.0,52000.0,0.0,True,2022-10-13 13:28:13,2364
79,1836,26100,35000.0,35000.0,0.0,True,2022-10-13 13:31:38.999000,2364
80,1836,26163,35000.0,35000.0,0.0,True,2022-10-13 13:31:38.999000,2364
81,1836,26164,35000.0,35000.0,0.0,True,2022-10-13 13:31:38.999000,2364
82,1836,26202,35000.0,35000.0,0.0,True,2022-10-13 13:31:38.999000,2364
83,1837,026204,35000.0,35000.0,0.0,True,2022-10-13 14:06:57.999000,2364
84,1837,026205,35000.0,35000.0,0.0,True,2022-10-13 14:06:57.999000,2364
85,1837,26165,35000.0,35000.0,0.0,True,2022-10-13 14:06:57.999000,2364
86,1837,26167,35000.0,35000.0,0.0,True,2022-10-13 14:06:57.999000,2364
87,1838,026166,22000.0,418000.0,0.0,True,2022-10-13 14:07:34,2364
88,1839,26168,35000.0,35000.0,0.0,True,2022-10-13 14:11:10.999000,2364
89,1839,26169,35000.0,35000.0,0.0,True,2022-10-13 14:11:10.999000,2364
90,1839,26206,35000.0,35000.0,0.0,True,2022-10-13 14:11:10.999000,2364
91,1839,26207,35000.0,35000.0,0.0,True,2022-10-13 14:11:10.999000,2364
92,1840,25959,53943.5,53943.5,0.0,True,2022-10-13 14:20:56,2364
93,1840,25960,53943.5,53943.5,0.0,True,2022-10-13 14:20:56,2364
94,1840,26203,53943.5,53943.5,0.0,True,2022-10-13 14:20:56,2364
95,1840,26208,53943.5,53943.5,0.0,True,2022-10-13 14:20:56,2364
96,1841,25958,54083.0,54083.0,0.0,True,2022-10-13 14:53:31,1790
97,1841,25962,54083.0,54083.0,0.0,True,2022-10-13 14:53:31,1790
98,1841,26201,54083.0,54083.0,0.0,True,2022-10-13 14:53:31,1790
99,1841,26211,54083.0,54083.0,0.0,True,2022-10-13 14:53:31,1790
100,1842,25961,53943.5,53943.5,0.0,True,2022-10-17 16:40:20,2364
101,1842,25963,53943.5,53943.5,0.0,True,2022-10-17 16:40:20,2364
102,1842,26209,53943.5,53943.5,0.0,True,2022-10-17 16:40:20,2364
103,1842,26214,53943.5,53943.5,0.0,True,2022-10-17 16:40:20,2364
104,1843,26170,35000.0,35000.0,0.0,True,2022-10-17 16:42:00.999000,2364
105,1843,26172,35000.0,35000.0,0.0,True,2022-10-17 16:42:00.999000,2364
106,1843,26212,35000.0,35000.0,0.0,True,2022-10-17 16:42:00.999000,2364
107,1843,26213,35000.0,35000.0,0.0,True,2022-10-17 16:42:00.999000,2364
108,1844,26171,22000.0,366666.67,0.0,True,2022-10-17 16:52:29,2364
109,1845,26173,35000.0,35000.0,0.0,True,2022-10-17 17:03:37,2364
110,1845,26174,35000.0,35000.0,0.0,True,2022-10-17 17:03:37,2364
111,1845,26215,35000.0,35000.0,0.0,True,2022-10-17 17:03:37,2364
112,1845,26216,35000.0,35000.0,0.0,True,2022-10-17 17:03:37,2364
113,1846,26175,35000.0,35000.0,0.0,True,2022-10-17 17:04:45.999000,2364
114,1846,26177,35000.0,35000.0,0.0,True,2022-10-17 17:04:45.999000,2364
115,1846,26217,35000.0,35000.0,0.0,True,2022-10-17 17:04:45.999000,2364
116,1846,26218,35000.0,35000.0,0.0,True,2022-10-17 17:04:45.999000,2364
117,1847,26176,22000.0,293333.33,0.0,True,2022-10-17 17:06:25,2364
118,1848,25965,30120.0,35240.4,0.0,True,2022-10-20 11:57:30,2364
119,1848,25966,30120.0,67770.0,0.0,True,2022-10-20 11:57:30,2364
120,1848,26178,30120.0,62649.6,0.0,True,2022-10-20 11:57:30,2364
121,1848,26180,30120.0,32529.6,0.0,True,2022-10-20 11:57:30,2364
122,1848,26220,30120.0,87950.4,0.0,True,2022-10-20 11:57:30,2364
123,1848,26221,30120.0,42770.4,0.0,True,2022-10-20 11:57:30,2364
124,1849,25967,22000.0,740740.0,0.0,True,2022-10-20 12:10:31.999000,2364
125,1849,26179,22000.0,742500.0,0.0,True,2022-10-20 12:10:31.999000,2364
126,1850,07366,55000.0,55000.0,35000.0,True,2022-10-20 14:12:02.999000,2364
127,1850,7371,55000.0,55000.0,35000.0,True,2022-10-20 14:12:02.999000,2364
128,1851,26181,35000.0,35000.0,0.0,True,2022-10-25 09:39:23,2364
129,1851,26182,35000.0,35000.0,0.0,True,2022-10-25 09:39:23,2364
130,1851,26222,35000.0,35000.0,0.0,True,2022-10-25 09:39:23,2364
131,1851,26223,35000.0,35000.0,0.0,True,2022-10-25 09:39:23,2364
132,1852,26183,35000.0,35000.0,0.0,True,2022-10-25 09:42:22,2364
133,1852,26185,35000.0,35000.0,0.0,True,2022-10-25 09:42:22,2364
134,1852,26224,35000.0,35000.0,0.0,True,2022-10-25 09:42:22,2364
135,1852,26225,35000.0,35000.0,0.0,True,2022-10-25 09:42:22,2364
136,1853,26184,22000.0,500500.0,0.0,True,2022-10-25 09:43:11.999000,2364
137,1854,25969,35000.0,96250.0,0.0,True,2022-10-25 09:53:30,2364
138,1854,25970,35000.0,198450.0,0.0,True,2022-10-25 09:53:30,2364
139,1854,26227,35000.0,107800.0,0.0,True,2022-10-25 09:53:30,2364
140,1854,26228,35000.0,210000.0,0.0,True,2022-10-25 09:53:30,2364
141,1855,25090,563500.0,563500.0,0.0,True,2022-10-25 10:15:27.999000,2364
142,1855,25091,563500.0,563500.0,0.0,True,2022-10-25 10:15:27.999000,2364
143,1856,2903,35000.0,35000.0,24000.0,True,2022-10-25 12:27:14.999000,1790
144,1856,2904,35000.0,35000.0,24000.0,True,2022-10-25 12:27:14.999000,1790
145,1856,2905,35000.0,35000.0,24000.0,True,2022-10-25 12:27:14.999000,1790
146,1856,2906,35000.0,35000.0,24000.0,True,2022-10-25 12:27:14.999000,1790
147,1857,2915,35000.0,35000.0,24000.0,True,2022-10-25 13:22:47,2364
148,1857,2916,35000.0,35000.0,24000.0,True,2022-10-25 13:22:47,2364
149,1857,2919,35000.0,35000.0,24000.0,True,2022-10-25 13:22:47,2364
150,1857,2920,35000.0,35000.0,24000.0,True,2022-10-25 13:22:47,2364
151,1858,25975,55943.0,55943.0,0.0,True,2022-10-27 08:54:51.999000,2364
152,1858,25976,55943.0,55943.0,0.0,True,2022-10-27 08:54:51.999000,2364
153,1858,26233,55943.0,55943.0,0.0,True,2022-10-27 08:54:51.999000,2364
154,1858,26234,55943.0,55943.0,0.0,True,2022-10-27 08:54:51.999000,2364
155,1859,25973,52000.0,52000.0,0.0,True,2022-10-27 09:56:24.999000,2364
156,1859,25974,52000.0,52000.0,0.0,True,2022-10-27 09:56:24.999000,2364
157,1859,26231,52000.0,52000.0,0.0,True,2022-10-27 09:56:24.999000,2364
158,1859,26232,52000.0,52000.0,0.0,True,2022-10-27 09:56:24.999000,2364
159,1860,25964,55943.0,55943.0,0.0,True,2022-10-27 11:07:40,2364
160,1860,25972,55943.0,55943.0,0.0,True,2022-10-27 11:07:40,2364
161,1860,26219,55943.0,55943.0,0.0,True,2022-10-27 11:07:40,2364
162,1860,26230,55943.0,55943.0,0.0,True,2022-10-27 11:07:40,2364
163,1861,025979,52000.0,52000.0,0.0,True,2022-10-27 15:02:47,2364
164,1861,025980,52000.0,52000.0,0.0,True,2022-10-27 15:02:47,2364
165,1861,026235,52000.0,52000.0,0.0,True,2022-10-27 15:02:47,2364
166,1861,026238,52000.0,52000.0,0.0,True,2022-10-27 15:02:47,2364
167,1862,7375,55000.0,55000.0,35000.0,True,2022-10-27 15:28:11.999000,2364
168,1862,7377,55000.0,55000.0,35000.0,True,2022-10-27 15:28:11.999000,2364
169,1863,25977,55943.0,55943.0,0.0,True,2022-10-27 15:53:23,1790
170,1863,25978,55943.0,55943.0,0.0,True,2022-10-27 15:53:23,1790
171,1864,25968,56563.0,56563.0,0.0,True,2022-10-29 11:07:32,2364
172,1864,25983,56563.0,56563.0,0.0,True,2022-10-29 11:07:32,2364
173,1864,26226,56563.0,56563.0,0.0,True,2022-10-29 11:07:32,2364
174,1864,26242,56563.0,56563.0,0.0,True,2022-10-29 11:07:32,2364
175,1865,25982,56563.0,56563.0,0.0,True,2022-10-29 12:07:25,2364
176,1865,25985,56563.0,56563.0,0.0,True,2022-10-29 12:07:25,2364
177,1865,26241,56563.0,56563.0,0.0,True,2022-10-29 12:07:25,2364
178,1865,26245,56563.0,56563.0,0.0,True,2022-10-29 12:07:25,2364
179,1866,26187,35000.0,35000.0,0.0,True,2022-10-31 15:53:59,2364
180,1866,26188,35000.0,35000.0,0.0,True,2022-10-31 15:53:59,2364
181,1866,26236,35000.0,35000.0,0.0,True,2022-10-31 15:53:59,2364
182,1866,26237,35000.0,35000.0,0.0,True,2022-10-31 15:53:59,2364
183,1867,26189,22000.0,203500.0,0.0,True,2022-10-31 15:56:19,2364
184,1868,25092,45000.0,45000.0,0.0,True,2022-10-31 15:56:56,2364
185,1868,25093,45000.0,45000.0,0.0,True,2022-10-31 15:56:56,2364
186,1869,26190,35000.0,35000.0,0.0,True,2022-10-31 15:57:29,2364
187,1869,26191,35000.0,35000.0,0.0,True,2022-10-31 15:57:29,2364
188,1869,26240,35000.0,35000.0,0.0,True,2022-10-31 15:57:29,2364
189,1869,26244,35000.0,35000.0,0.0,True,2022-10-31 15:57:29,2364
190,1870,25971,30000.0,30000.0,0.0,True,2022-10-31 16:00:32,2364
191,1870,26229,30000.0,30000.0,0.0,True,2022-10-31 16:00:32,2364
192,1871,25984,56563.0,56563.0,0.0,True,2022-11-02 11:27:04,2364
193,1871,25987,56563.0,56563.0,0.0,True,2022-11-02 11:27:04,2364
194,1871,26243,56563.0,56563.0,0.0,True,2022-11-02 11:27:04,2364
195,1871,26247,56563.0,56563.0,0.0,True,2022-11-02 11:27:04,2364
196,1872,25981,56563.0,56563.0,0.0,True,2022-11-02 11:28:01.999000,2364
197,1872,25986,56563.0,56563.0,0.0,True,2022-11-02 11:28:01.999000,2364
198,1872,26239,56563.0,56563.0,0.0,True,2022-11-02 11:28:01.999000,2364
199,1872,26246,56563.0,56563.0,0.0,True,2022-11-02 11:28:01.999000,2364
200,1873,3041,35000.0,78750.0,71239.38,True,2022-11-02 11:35:31,2364
201,1873,3042,35000.0,52500.0,62811.25,True,2022-11-02 11:35:31,2364
202,1873,3316,35000.0,81550.0,72138.38,True,2022-11-02 11:35:31,2364
203,1873,3318,35000.0,70000.0,68430.0,True,2022-11-02 11:35:31,2364
204,,3315,35000.0,81550.0,79190.88,False,2022-11-02 12:55:47.999000,2364
205,1874,03315,35000.0,81550.0,79190.88,True,2022-11-02 15:48:50.999000,1790
206,1870,25990,30000.0,30000.0,0.0,True,2022-11-03 09:21:03.999000,2364
207,1870,26252,30000.0,30000.0,0.0,True,2022-11-03 09:21:03.999000,2364
208,1878,26192,35000.0,35000.0,0.0,True,2022-11-03 16:07:59,2364
209,1878,26194,35000.0,35000.0,0.0,True,2022-11-03 16:07:59,2364
210,1878,26249,35000.0,35000.0,0.0,True,2022-11-03 16:07:59,2364
211,1878,26251,35000.0,35000.0,0.0,True,2022-11-03 16:07:59,2364
212,1879,26193,22000.0,447260.0,0.0,True,2022-11-03 16:08:30.999000,2364
213,1880,25989,52000.0,52000.0,0.0,True,2022-11-04 16:29:00.999000,2364
214,1880,25991,52000.0,52000.0,0.0,True,2022-11-04 16:29:00.999000,2364
215,1880,26250,52000.0,52000.0,0.0,True,2022-11-04 16:29:00.999000,2364
216,1880,26253,52000.0,52000.0,0.0,True,2022-11-04 16:29:00.999000,2364
217,1882,025094,50000.0,50000.0,0.0,True,2022-11-10 09:32:52,2364
218,1881,025095,500000.0,500000.0,0.0,True,2022-11-10 09:32:52,2364
219,1881,025097,500000.0,500000.0,0.0,True,2022-11-10 09:32:52,2364
220,1881,25031,500000.0,500000.0,0.0,True,2022-11-10 09:32:52,2364
221,1881,25032,500000.0,500000.0,0.0,True,2022-11-10 09:32:52,2364
222,1881,4480,500000.0,500000.0,350000.0,True,2022-11-10 09:32:52,2364
223,1881,4481,500000.0,500000.0,350000.0,True,2022-11-10 09:32:52,2364
224,1892,25993,56222.0,56222.0,0.0,True,2022-11-10 10:45:22.999000,2364
225,1892,26196,56222.0,56222.0,0.0,True,2022-11-10 10:45:22.999000,2364
226,1892,26256,56222.0,56222.0,0.0,True,2022-11-10 10:45:22.999000,2364
227,1892,26262,56222.0,56222.0,0.0,True,2022-11-10 10:45:22.999000,2364
228,1892,26404,56222.0,56222.0,0.0,True,2022-11-10 10:45:22.999000,2364
229,1892,26000,56222.0,56222.0,0.0,True,2022-11-10 10:48:59,2364
230,1883,26195,35000.0,35000.0,0.0,True,2022-11-11 09:34:29,2364
231,1883,26197,35000.0,35000.0,0.0,True,2022-11-11 09:34:29,2364
232,1883,26255,35000.0,35000.0,0.0,True,2022-11-11 09:34:29,2364
233,1883,26257,35000.0,35000.0,0.0,True,2022-11-11 09:38:01,2364
234,1884,25994,35000.0,35000.0,0.0,True,2022-11-11 10:13:30,2364
235,1884,26198,35000.0,35000.0,0.0,True,2022-11-11 10:13:30,2364
236,1884,26200,35000.0,35000.0,0.0,True,2022-11-11 10:13:30,2364
237,1884,26258,35000.0,35000.0,0.0,True,2022-11-11 10:13:30,2364
238,1885,26199,22000.0,317166.67,0.0,True,2022-11-11 10:54:23.999000,2364
239,1886,25996,35000.0,35000.0,0.0,True,2022-11-11 11:13:13,2364
240,1886,25998,35000.0,35000.0,0.0,True,2022-11-11 11:13:13,2364
241,1886,26260,35000.0,35000.0,0.0,True,2022-11-11 11:13:13,2364
242,1886,26402,35000.0,35000.0,0.0,True,2022-11-11 11:13:13,2364
243,1887,25988,56563.0,56563.0,0.0,True,2022-11-11 11:14:18.999000,2364
244,1887,25997,56563.0,56563.0,0.0,True,2022-11-11 11:14:18.999000,2364
245,1887,26248,56563.0,56563.0,0.0,True,2022-11-11 11:14:18.999000,2364
246,1887,26403,56563.0,56563.0,0.0,True,2022-11-11 11:14:18.999000,2364
247,1888,25995,55757.0,55757.0,0.0,True,2022-11-11 11:59:37.999000,2364
248,1888,25999,55757.0,55757.0,0.0,True,2022-11-11 11:59:37.999000,2364
249,1888,26261,55757.0,55757.0,0.0,True,2022-11-11 11:59:37.999000,2364
250,1888,26401,55757.0,55757.0,0.0,True,2022-11-11 11:59:37.999000,2364
251,1889,25033,350000.0,350000.0,0.0,True,2022-11-11 12:30:18.999000,2364
252,1889,25034,350000.0,350000.0,0.0,True,2022-11-11 12:30:18.999000,2364
253,1889,25098,350000.0,350000.0,0.0,True,2022-11-11 12:30:18.999000,2364
254,1889,25099,350000.0,350000.0,0.0,True,2022-11-11 12:30:18.999000,2364
255,1890,25096,35000.0,35000.0,0.0,True,2022-11-11 12:31:09,2364
256,1891,000352,55000.0,55000.0,35000.0,True,2022-11-11 12:31:55.999000,2364
257,1891,000353,55000.0,55000.0,35000.0,True,2022-11-11 12:31:55.999000,2364
258,1893,25992,30000.0,30000.0,0.0,True,2022-11-11 12:35:29.999000,2364
259,1893,26254,30000.0,30000.0,0.0,True,2022-11-11 12:35:29.999000,2364
260,1893,26263,30000.0,30000.0,0.0,True,2022-11-11 12:35:29.999000,2364
261,1893,26301,30000.0,30000.0,0.0,True,2022-11-11 12:35:29.999000,2364
262,1894,26306,30000.0,30000.0,0.0,True,2022-11-14 11:06:10,2364
263,1894,26405,25000.0,25000.0,0.0,True,2022-11-14 11:06:10,2364
264,1895,26305,30000.0,30000.0,0.0,True,2022-11-14 11:22:02.999000,2364
265,1896,26265,30120.0,40059.6,0.0,True,2022-11-14 11:46:54.999000,2364
266,1896,26266,30120.0,30120.0,0.0,True,2022-11-14 11:46:54.999000,2364
267,1896,26303,30120.0,50300.4,0.0,True,2022-11-14 11:46:54.999000,2364
268,1896,26304,30120.0,30120.0,0.0,True,2022-11-14 11:46:54.999000,2364
269,1896,26406,30120.0,40059.6,0.0,True,2022-11-14 11:46:54.999000,2364
270,1896,26408,30120.0,30120.0,0.0,True,2022-11-14 11:46:54.999000,2364
271,1905,26302,30000.0,30000.0,0.0,True,2022-11-14 11:50:23.999000,2364
272,1897,26267,22000.0,705760.0,0.0,True,2022-11-14 11:53:21.999000,2364
273,1897,26407,22000.0,700260.0,0.0,True,2022-11-14 11:53:21.999000,2364
274,1898,26268,35000.0,35000.0,0.0,True,2022-11-15 16:22:51.999000,2364
275,1898,26269,35000.0,35000.0,0.0,True,2022-11-15 16:22:51.999000,2364
276,1898,26400,35000.0,35000.0,0.0,True,2022-11-15 16:22:51.999000,2364
277,1898,26410,35000.0,35000.0,0.0,True,2022-11-15 16:22:51.999000,2364
278,1899,26270,22000.0,405240.0,0.0,True,2022-11-15 16:23:36.999000,2364
279,1900,3185,35000.0,35000.0,58450.92,True,2022-11-15 16:29:29,2364
280,1900,3186,35000.0,35000.0,58450.92,True,2022-11-15 16:29:29,2364
281,1900,3192,35000.0,35000.0,58450.92,True,2022-11-15 16:29:29,2364
282,1900,3193,35000.0,35000.0,58450.91,True,2022-11-15 16:29:29,2364
283,1901,26271,35000.0,35000.0,0.0,True,2022-11-16 09:44:47.999000,2364
284,1901,26272,35000.0,35000.0,0.0,True,2022-11-16 09:44:47.999000,2364
285,1901,26411,35000.0,35000.0,0.0,True,2022-11-16 09:44:47.999000,2364
286,1901,26413,35000.0,35000.0,0.0,True,2022-11-16 09:44:47.999000,2364
287,1902,26412,22000.0,436260.0,0.0,True,2022-11-16 09:46:43,2364
288,1903,2595,35000.0,61250.0,56038.68,True,2022-11-16 15:13:59.999000,2364
289,1903,2627,35000.0,64050.0,58600.44,True,2022-11-16 15:13:59.999000,2364
290,1903,4979,35000.0,43750.0,42294.5,True,2022-11-16 15:13:59.999000,2364
291,1904,026273,35000.0,35000.0,0.0,True,2022-11-18 09:55:45,2364
292,1904,26274,35000.0,35000.0,0.0,True,2022-11-18 09:55:45,2364
293,1904,26414,35000.0,35000.0,0.0,True,2022-11-18 09:55:45,2364
294,1904,26415,35000.0,35000.0,0.0,True,2022-11-18 09:55:45,2364
295,1905,26264,30000.0,30000.0,0.0,True,2022-11-18 11:35:14,2364
296,1905,26308,30000.0,30000.0,0.0,True,2022-11-18 11:35:14,2364
297,1905,26275,30000.0,30000.0,0.0,True,2022-11-18 11:36:09.999000,2364
298,1906,25035,45000.0,45000.0,0.0,True,2022-11-19 17:03:21,2364
299,1906,25036,45000.0,45000.0,0.0,True,2022-11-19 17:03:21,2364
300,1907,25037,45000.0,45000.0,0.0,True,2022-11-19 17:05:34,2364
301,1907,25038,45000.0,45000.0,0.0,True,2022-11-19 17:05:34,2364
302,1908,25039,500000.0,500000.0,0.0,True,2022-11-21 09:57:36,2364
303,1908,25040,500000.0,500000.0,0.0,True,2022-11-21 09:57:36,2364
304,1909,25100,50000.0,50000.0,0.0,True,2022-11-21 09:57:36,2364
305,1908,25101,500000.0,500000.0,0.0,True,2022-11-21 09:57:36,2364
306,1908,25102,500000.0,500000.0,0.0,True,2022-11-21 09:57:36,2364
307,1908,4489,500000.0,500000.0,350000.0,True,2022-11-21 09:57:36,2364
308,1908,4490,500000.0,500000.0,350000.0,True,2022-11-21 09:57:36,2364
309,1910,2754,80000.0,80000.0,88411.0,True,2022-11-22 14:56:22,2364
310,1910,3053,80000.0,80000.0,88411.0,True,2022-11-22 14:56:22,2364
311,1910,3054,80000.0,80000.0,88411.0,True,2022-11-22 14:56:22,2364
312,1910,3164,80000.0,80000.0,88411.0,True,2022-11-22 14:56:22,2364
313,1910,3368,80000.0,80000.0,88411.0,True,2022-11-22 14:56:22,2364
314,1910,3372,80000.0,80000.0,88411.0,True,2022-11-22 14:56:22,2364
315,1911,2753,22000.0,647240.0,366893.29,True,2022-11-22 15:02:43,2364
316,1911,3373,22000.0,647240.0,366893.29,True,2022-11-22 15:02:43,2364
317,1912,3163,46000.0,46000.0,66711.0,True,2022-11-22 15:11:57,2364
318,1913,26278,56129.0,56129.0,0.0,True,2022-11-22 16:21:00.999000,2364
319,1913,26307,56129.0,56129.0,0.0,True,2022-11-22 16:21:00.999000,2364
320,1914,26310,56129.0,56129.0,0.0,True,2022-11-22 16:21:00.999000,2364
321,1913,26314,56129.0,56129.0,0.0,True,2022-11-22 16:21:00.999000,2364
322,1913,26309,56129.0,56129.0,40000.0,True,2022-11-22 16:22:12.999000,2364
323,1914,26279,56129.0,56129.0,0.0,True,2022-11-22 16:48:49.999000,2364
324,1914,26280,56129.0,56129.0,0.0,True,2022-11-22 16:48:49.999000,2364
325,1914,26313,56129.0,56129.0,0.0,True,2022-11-22 16:48:49.999000,2364
326,1915,25041,500000.0,500000.0,0.0,True,2022-11-24 11:06:29.999000,2364
327,1915,25042,500000.0,500000.0,0.0,True,2022-11-24 11:06:29.999000,2364
328,1915,25104,500000.0,500000.0,0.0,True,2022-11-24 11:06:29.999000,2364
329,1915,25105,500000.0,500000.0,0.0,True,2022-11-24 11:08:50.999000,2364
330,1915,4491,500000.0,500000.0,350000.0,True,2022-11-24 11:08:50.999000,2364
331,1915,4492,500000.0,500000.0,350000.0,True,2022-11-24 11:08:50.999000,2364
332,1916,25103,50000.0,50000.0,0.0,True,2022-11-24 11:13:36,2364
333,1917,26276,35000.0,35000.0,0.0,True,2022-11-24 11:20:48.999000,2364
334,1917,26277,35000.0,35000.0,0.0,True,2022-11-24 11:20:48.999000,2364
335,1917,26416,35000.0,35000.0,0.0,True,2022-11-24 11:20:48.999000,2364
336,1917,26418,35000.0,35000.0,0.0,True,2022-11-24 11:20:48.999000,2364
337,1918,26417,22000.0,372240.0,0.0,True,2022-11-24 11:22:31,2364
338,1919,67957,500000.0,500000.0,375000.0,True,2022-11-24 16:08:23.999000,2364
339,1919,67958,500000.0,500000.0,375000.0,True,2022-11-24 16:08:23.999000,2364
340,1919,71832,500000.0,500000.0,375000.0,True,2022-11-24 16:08:23.999000,2364
341,1919,71833,500000.0,500000.0,375000.0,True,2022-11-24 16:08:23.999000,2364
342,1920,67956,50000.0,50000.0,50000.0,True,2022-11-24 16:15:24.999000,2364
343,,3370,80000.0,80000.0,64082.2,False,2022-11-25 09:30:11.999000,2364
344,1922,2758,80000.0,80000.0,88201.75,True,2022-11-25 10:21:00.999000,2364
345,1922,3400,80000.0,80000.0,88201.75,True,2022-11-25 10:21:00.999000,2364
346,1922,3859,80000.0,80000.0,88201.75,True,2022-11-25 10:21:00.999000,2364
347,1922,3884,80000.0,80000.0,88201.75,True,2022-11-25 10:21:00.999000,2364
348,1922,3885,80000.0,80000.0,88201.75,True,2022-11-25 10:21:00.999000,2364
349,1922,3887,80000.0,80000.0,88201.75,True,2022-11-25 10:21:00.999000,2364
350,1924,3857,46000.0,46000.0,66711.0,True,2022-11-25 10:27:39.999000,2364
351,1923,3886,22000.0,548240.0,310693.59,True,2022-11-25 10:41:44,2364
352,1923,3888,22000.0,548240.0,310693.59,True,2022-11-25 10:41:44,2364
353,1925,3115,35000.0,40950.0,38611.99,True,2022-11-25 10:51:08,2364
354,1925,3378,35000.0,49700.0,46862.41,True,2022-11-25 10:51:08,2364
355,1925,3475,35000.0,61250.0,58794.58,True,2022-11-25 10:51:08,2364
356,1925,5106,35000.0,81550.0,78280.78,True,2022-11-25 10:51:08,2364
357,1926,3114,35000.0,75950.0,72905.27,True,2022-11-25 11:01:36,2364
358,1927,2761,220000.0,220000.0,168833.34,True,2022-11-25 11:02:54.999000,2364
359,1927,2762,220000.0,220000.0,168833.33,True,2022-11-25 11:02:54.999000,2364
360,1927,3375,220000.0,220000.0,168833.33,True,2022-11-25 11:02:54.999000,2364
361,1929,25043,45000.0,45000.0,0.0,True,2022-11-28 09:29:55.999000,2364
362,1929,25044,45000.0,45000.0,0.0,True,2022-11-28 09:29:55.999000,2364
363,1930,26283,35000.0,35000.0,0.0,True,2022-11-28 09:30:42.999000,2364
364,1930,26284,35000.0,35000.0,0.0,True,2022-11-28 09:30:42.999000,2364
365,1930,26420,35000.0,35000.0,0.0,True,2022-11-28 09:30:42.999000,2364
366,1930,26422,35000.0,35000.0,0.0,True,2022-11-28 09:30:42.999000,2364
367,1931,26421,22000.0,449240.0,0.0,True,2022-11-28 09:31:11.999000,2364
368,1932,26285,35000.0,35000.0,0.0,True,2022-11-28 09:31:54.999000,2364
369,1932,26286,35000.0,35000.0,0.0,True,2022-11-28 09:31:54.999000,2364
370,1932,26423,35000.0,35000.0,0.0,True,2022-11-28 09:31:54.999000,2364
371,1932,26424,35000.0,35000.0,0.0,True,2022-11-28 09:31:54.999000,2364
372,1933,26282,30000.0,30000.0,0.0,True,2022-11-28 09:33:34,2364
373,1933,26287,30000.0,30000.0,0.0,True,2022-11-28 09:33:34,2364
374,1933,26312,30000.0,30000.0,0.0,True,2022-11-28 09:33:34,2364
375,1933,26315,30000.0,30000.0,0.0,True,2022-11-28 09:33:34,2364
376,1928,3883,40000.0,40000.0,40000.0,True,2022-11-28 13:11:34.999000,2364
377,1934,029251,55000.0,55000.0,35000.0,True,2022-11-30 11:24:15,2364
378,1934,029252,55000.0,55000.0,35000.0,True,2022-11-30 11:24:15,2364
379,1936,26281,55462.5,55462.5,0.0,True,2022-11-30 11:27:29.999000,2364
380,1936,26291,55462.5,55462.5,0.0,True,2022-11-30 11:27:29.999000,2364
381,1936,26292,55462.5,55462.5,40000.0,True,2022-11-30 11:27:29.999000,2364
382,1936,26311,55462.5,55462.5,0.0,True,2022-11-30 11:27:29.999000,2364
383,1936,26317,55462.5,55462.5,0.0,True,2022-11-30 11:27:29.999000,2364
384,1936,26419,55462.5,55462.5,0.0,True,2022-11-30 11:27:29.999000,2364
385,1935,3046,35000.0,35000.0,58450.92,True,2022-12-01 10:21:01.999000,2364
386,1935,3047,35000.0,35000.0,58450.91,True,2022-12-01 10:21:01.999000,2364
387,1935,3177,35000.0,35000.0,58919.64,True,2022-12-01 10:21:01.999000,2364
388,1935,3178,35000.0,35000.0,58919.64,True,2022-12-01 10:21:01.999000,2364
389,1937,26289,35000.0,35000.0,0.0,True,2022-12-01 13:47:00,2364
390,1937,26290,35000.0,35000.0,0.0,True,2022-12-01 13:47:00,2364
391,1937,26425,35000.0,35000.0,0.0,True,2022-12-01 13:47:00,2364
392,1937,26427,35000.0,35000.0,0.0,True,2022-12-01 13:47:00,2364
393,1938,26426,22000.0,344740.0,0.0,True,2022-12-01 13:48:16,2364
394,1939,321545,55000.0,55000.0,35000.0,True,2022-12-01 16:43:58.999000,2364
395,1939,321547,55000.0,55000.0,35000.0,True,2022-12-01 16:43:58.999000,2364
396,1940,321554,55000.0,55000.0,35000.0,True,2022-12-01 16:44:42,2364
397,1940,321556,55000.0,55000.0,35000.0,True,2022-12-01 16:44:42,2364
398,1941,321561,55000.0,55000.0,35000.0,True,2022-12-01 16:45:25,2364
399,1941,324365,55000.0,55000.0,35000.0,True,2022-12-01 16:45:25,2364
400,1942,26288,221850.0,221850.0,0.0,True,2022-12-02 09:23:44.999000,2364
401,1942,26316,221850.0,221850.0,0.0,True,2022-12-02 09:23:44.999000,2364
402,1943,26293,53618.0,53618.0,0.0,True,2022-12-07 09:11:32.999000,2364
403,1943,26318,53618.0,53618.0,0.0,True,2022-12-07 09:11:32.999000,2364
